carbonsource,experiment,cellno,ID,time,recovery_time,observation
gly2,231215,6,231215_gly2_6,17.0778,10.2961,0.144481504
gly2,231215,6,231215_gly2_6,17.4456,10.6639,0.174229428
gly2,231215,6,231215_gly2_6,17.8133,11.0316,0.149117827
gly2,231215,6,231215_gly2_6,18.181,11.3993,0.196334959
gly2,231215,6,231215_gly2_6,18.5487,11.767,0.147689833
gly2,231215,6,231215_gly2_6,18.9164,12.1347,0.160443707
gly2,231215,6,231215_gly2_6,19.2842,12.5025,0.148786945
gly2,231215,6,231215_gly2_6,19.6519,12.8702,0.197003872
gly2,231215,6,231215_gly2_6,20.0196,13.2379,0.220687547
gly2,231215,6,231215_gly2_6,20.3873,13.6056,0.18138597
gly2,231215,6,231215_gly2_6,20.755,13.9733,0.168915754
gly2,231215,6,231215_gly2_6,21.1227,14.341,0.167859707
gly2,231215,6,231215_gly2_6,21.4905,14.7088,0.154090588
gly2,231215,6,231215_gly2_6,21.8582,15.0765,0.197448369
gly2,231215,6,231215_gly2_6,22.2259,15.4442,0.199096441
gly2,231215,6,231215_gly2_6,22.5936,15.8119,0.194315476
gly2,231215,6,231215_gly2_6,22.9613,16.1796,0.146553122
gly2,231215,6,231215_gly2_6,23.3291,16.5474,0.182690756
gly2,231215,6,231215_gly2_6,23.6968,16.9151,0.189906162
gly2,231215,6,231215_gly2_6,24.0645,17.2828,0.198934278
gly2,231215,6,231215_gly2_6,24.4322,17.6505,0.185119245
gly2,231215,6,231215_gly2_6,24.7999,18.0182,0.169305373
gly2,231215,6,231215_gly2_6,25.1677,18.386,0.155827709
gly2,231215,6,231215_gly2_6,25.5354,18.7537,0.106087842
gly2,231215,6,231215_gly2_6,25.9031,19.1214,0.195825077
gly2,231215,6,231215_gly2_6,26.2708,19.4891,0.186022514
gly2,231215,6,231215_gly2_6,26.6385,19.8568,0.216476717
gly2,231215,6,231215_gly2_6,27.0063,20.2246,0.16338068
gly2,231215,6,231215_gly2_6,27.374,20.5923,0.185790824
gly2,231215,6,231215_gly2_6,27.7417,20.96,0.217317936
gly2,231215,6,231215_gly2_6,28.1094,21.3277,0.203954549
gly2,231215,6,231215_gly2_6,28.4771,21.6954,0.195844015
gly2,231215,6,231215_gly2_6,28.8449,22.0632,0.213731896
gly2,231215,6,231215_gly2_6,29.2126,22.4309,0.172168483
gly2,231215,6,231215_gly2_6,29.5803,22.7986,0.195798787
gly2,231215,6,231215_gly2_6,29.948,23.1663,0.197990735
gly2,231215,6,231215_gly2_6,30.3157,23.534,0.245065346
gly2,231215,6,231215_gly2_6,30.6834,23.9017,0.213024946
gly2,231215,6,231215_gly2_6,31.0512,24.2695,0.221383223
gly2,231215,6,231215_gly2_6,31.4189,24.6372,0.227553757
gly2,231215,6,231215_gly2_6,31.7866,25.0049,0.16877083
gly2,231215,6,231215_gly2_6,32.1543,25.3726,0.236561144
gly2,231215,6,231215_gly2_6,32.522,25.7403,0.194236428
gly2,231215,6,231215_gly2_6,32.8898,26.1081,0.195796785
gly2,231215,6,231215_gly2_6,33.2575,26.4758,0.153839441
gly2,231215,6,231215_gly2_6,33.6252,26.8435,0.217391359
gly2,231215,6,231215_gly2_6,33.9929,27.2112,0.17638546
gly2,231215,6,231215_gly2_6,34.3606,27.5789,0.235025905
gly2,231215,6,231215_gly2_6,34.7284,27.9467,0.193611541
gly2,231215,6,231215_gly2_6,35.0961,28.3144,0.195370175
gly2,231215,6,231215_gly2_6,35.4638,28.6821,0.208326707
gly2,231215,6,231215_gly2_6,35.8315,29.0498,0.229251646
gly2,231215,6,231215_gly2_6,36.1992,29.4175,0.22599445
gly2,231215,6,231215_gly2_6,36.567,29.7853,0.180402979
gly2,231215,6,231215_gly2_6,36.9347,30.153,0.180560956
gly2,231215,6,231215_gly2_6,37.3024,30.5207,0.167291799
gly2,231215,6,231215_gly2_6,37.6701,30.8884,0.174393996
gly2,231215,6,231215_gly2_6,38.0378,31.2561,0.22322177
gly2,231215,6,231215_gly2_6,38.4055,31.6238,0.17540885
gly2,231215,6,231215_gly2_6,38.7733,31.9916,0.20328369
gly2,231215,6,231215_gly2_6,39.141,32.3593,0.175200756
gly2,231215,6,231215_gly2_6,39.5087,32.727,0.184008298
gly2,231215,6,231215_gly2_6,39.8764,33.0947,0.218191241
gly2,231215,6,231215_gly2_6,40.2441,33.4624,0.213164289
gly2,231215,6,231215_gly2_6,40.6119,33.8302,0.171348565
gly2,231215,6,231215_gly2_6,40.9796,34.1979,0.147945837
gly2,231215,6,231215_gly2_6,41.3473,34.5656,0.205772142
gly2,231215,7,231215_gly2_7,29.0558,0,0.161026252
gly2,231215,7,231215_gly2_7,29.4416,0.3858,0.179210301
gly2,231215,7,231215_gly2_7,29.8274,0.7716,0.162896008
gly2,231215,7,231215_gly2_7,30.2132,1.1574,0.169847516
gly2,231215,7,231215_gly2_7,30.5991,1.5433,0.22155034
gly2,231215,7,231215_gly2_7,30.9849,1.9291,0.187784582
gly2,231215,7,231215_gly2_7,31.3707,2.3149,0.190936805
gly2,231215,7,231215_gly2_7,31.7565,2.7007,0.196923327
gly2,231215,7,231215_gly2_7,32.1423,3.0865,0.175096809
gly2,231215,7,231215_gly2_7,32.5281,3.4723,0.234527927
gly2,231215,7,231215_gly2_7,32.9139,3.8581,0.225837283
gly2,231215,7,231215_gly2_7,33.2997,4.2439,0.205773344
gly2,231215,7,231215_gly2_7,33.6855,4.6297,0.233876062
gly2,231215,7,231215_gly2_7,34.0713,5.0155,0.241712212
gly2,231215,7,231215_gly2_7,34.4571,5.4013,0.261824546
gly2,231215,7,231215_gly2_7,34.8429,5.7871,0.247550311
gly2,231215,7,231215_gly2_7,35.2287,6.1729,0.259729563
gly2,231215,7,231215_gly2_7,35.6145,6.5587,0.297848683
gly2,231215,7,231215_gly2_7,36.0003,6.9445,0.265225838
gly2,231215,7,231215_gly2_7,36.3861,7.3303,0.218823804
gly2,231215,7,231215_gly2_7,36.7719,7.7161,0.198277228
gly2,231215,7,231215_gly2_7,37.1577,8.1019,0.261436305
gly2,231215,7,231215_gly2_7,37.5435,8.4877,0.262613523
gly2,231215,7,231215_gly2_7,37.9293,8.8735,0.241700814
gly2,231215,7,231215_gly2_7,38.3151,9.2593,0.289563288
gly2,231215,7,231215_gly2_7,38.7009,9.6451,0.262054542
gly2,231215,7,231215_gly2_7,39.0867,10.0309,0.252660611
gly2,231215,7,231215_gly2_7,39.4725,10.4167,0.210579586
gly2,231215,7,231215_gly2_7,39.8583,10.8025,0.264428132
gly2,231215,7,231215_gly2_7,40.2441,11.1883,0.259171202
gly2,231215,7,231215_gly2_7,40.6299,11.5741,0.332942102
gly2,231215,7,231215_gly2_7,41.0157,11.9599,0.295399722
gly2,231215,7,231215_gly2_7,41.4016,12.3458,0.299063267
gly2,231215,7,231215_gly2_7,41.7874,12.7316,0.28141854
gly2,231215,7,231215_gly2_7,42.1732,13.1174,0.281401069
gly2,231215,7,231215_gly2_7,42.559,13.5032,0.26288564
gly2,231215,7,231215_gly2_7,42.9448,13.889,0.310084374
gly2,231215,7,231215_gly2_7,43.3306,14.2748,0.286305524
gly2,231215,7,231215_gly2_7,43.7164,14.6606,0.286290686
gly2,231215,7,231215_gly2_7,44.1022,15.0464,0.221314331
gly2,231215,7,231215_gly2_7,44.488,15.4322,0.253125062
gly2,231215,7,231215_gly2_7,44.8738,15.818,0.318032496
gly2,231215,7,231215_gly2_7,45.2596,16.2038,0.215708624
gly2,231215,7,231215_gly2_7,45.6454,16.5896,0.227481723
gly2,231215,7,231215_gly2_7,46.0312,16.9754,0.226853191
gly2,231215,7,231215_gly2_7,46.417,17.3612,0.24513713
gly2,231215,7,231215_gly2_7,46.8028,17.747,0.312830896
gly2,231215,7,231215_gly2_7,47.1886,18.1328,0.292928076
gly2,231215,7,231215_gly2_7,47.5744,18.5186,0.295777105
gly2,231215,7,231215_gly2_7,47.9602,18.9044,0.318929039
gly2,231215,7,231215_gly2_7,48.346,19.2902,0.300108095
gly2,231215,7,231215_gly2_7,48.7318,19.676,0.244290135
gly2,231215,7,231215_gly2_7,49.1176,20.0618,0.279566686
gly2,231215,7,231215_gly2_7,49.5034,20.4476,0.308060924
gly2,231215,7,231215_gly2_7,49.8892,20.8334,0.22550715
gly2,231215,7,231215_gly2_7,50.275,21.2192,0.26069628
gly2,231215,7,231215_gly2_7,50.6608,21.605,0.257819287
gly2,231215,7,231215_gly2_7,51.0466,21.9908,0.312469608
gly2,231215,7,231215_gly2_7,51.4324,22.3766,0.249936886
gly2,231215,7,231215_gly2_7,51.8183,22.7625,0.29955694
gly2,231215,7,231215_gly2_7,52.2041,23.1483,0.250743908
gly2,231215,7,231215_gly2_7,52.5899,23.5341,0.239918407
gly2,231215,7,231215_gly2_7,52.9757,23.9199,0.222687384
gly2,231215,7,231215_gly2_7,53.3615,24.3057,0.28810846
gly2,231215,7,231215_gly2_7,53.7473,24.6915,0.27288568
gly2,231215,7,231215_gly2_7,54.1331,25.0773,0.313928443
gly2,231215,7,231215_gly2_7,54.5189,25.4631,0.254861907
gly2,231215,7,231215_gly2_7,54.9047,25.8489,0.285100802
gly2,231215,7,231215_gly2_7,55.2905,26.2347,0.317067269
gly2,231215,7,231215_gly2_7,55.6763,26.6205,0.307379974
gly2,231215,7,231215_gly2_7,56.0621,27.0063,0.26521152
gly2,231215,7,231215_gly2_7,56.4479,27.3921,0.254285601
gly2,231215,7,231215_gly2_7,56.8337,27.7779,0.296842942
gly2,231215,7,231215_gly2_7,57.2195,28.1637,0.354054144
gly2,231215,7,231215_gly2_7,57.6053,28.5495,0.311074362
gly2,231215,7,231215_gly2_7,57.9911,28.9353,0.371633941
gly2,231215,7,231215_gly2_7,58.3769,29.3211,0.395265615
gly2,231215,7,231215_gly2_7,58.7627,29.7069,0.369778308
gly2,231215,7,231215_gly2_7,59.1485,30.0927,0.349803504
gly2,231215,7,231215_gly2_7,59.5343,30.4785,0.269809374
gly2,231215,7,231215_gly2_7,59.9201,30.8643,0.234100261
gly2,231215,7,231215_gly2_7,60.3059,31.2501,0.28307328
gly2,231215,7,231215_gly2_7,60.6917,31.6359,0.263126539
gly2,231215,7,231215_gly2_7,61.0775,32.0217,0.315237709
gly2,231215,7,231215_gly2_7,61.4633,32.4075,0.302101473
gly2,231215,7,231215_gly2_7,61.8491,32.7933,0.339008501
gly2,231215,7,231215_gly2_7,62.2349,33.1791,0.32013292
gly2,231215,7,231215_gly2_7,62.6208,33.565,0.277336716
gly2,231215,7,231215_gly2_7,63.0066,33.9508,0.378974681
gly2,231215,7,231215_gly2_7,63.3924,34.3366,0.303592532
gly2,231215,7,231215_gly2_7,63.7782,34.7224,0.288836875
gly2,231215,7,231215_gly2_7,64.164,35.1082,0.429703724
gly2,231215,7,231215_gly2_7,64.5498,35.494,0.287478825
gly2,231215,7,231215_gly2_7,64.9356,35.8798,0.320791932
gly2,231215,7,231215_gly2_7,65.3214,36.2656,0.266756879
gly2,231205,2,231205_gly2_2,9.7415,0,0.17243732
gly2,231205,2,231205_gly2_2,10.0261,0.2846,0.15985023
gly2,231205,2,231205_gly2_2,10.3106,0.5691,0.160011514
gly2,231205,2,231205_gly2_2,10.5951,0.8536,0.199056425
gly2,231205,2,231205_gly2_2,10.8797,1.1382,0.206560439
gly2,231205,2,231205_gly2_2,11.1642,1.4227,0.209907326
gly2,231205,2,231205_gly2_2,11.4487,1.7072,0.185827174
gly2,231205,2,231205_gly2_2,11.7333,1.9918,0.216516533
gly2,231205,2,231205_gly2_2,12.0178,2.2763,0.161712085
gly2,231205,2,231205_gly2_2,12.3023,2.5608,0.181998158
gly2,231205,2,231205_gly2_2,12.5868,2.8453,0.225471373
gly2,231205,2,231205_gly2_2,12.8714,3.1299,0.22485384
gly2,231205,2,231205_gly2_2,13.1559,3.4144,0.179452814
gly2,231205,2,231205_gly2_2,13.4404,3.6989,0.194488255
gly2,231205,2,231205_gly2_2,13.725,3.9835,0.269761984
gly2,231205,2,231205_gly2_2,14.0095,4.268,0.172683272
gly2,231205,2,231205_gly2_2,14.294,4.5525,0.23602303
gly2,231205,2,231205_gly2_2,14.5786,4.8371,0.238507944
gly2,231205,2,231205_gly2_2,14.8631,5.1216,0.254102249
gly2,231205,2,231205_gly2_2,15.1476,5.4061,0.205703051
gly2,231205,2,231205_gly2_2,15.4321,5.6906,0.257605419
gly2,231205,2,231205_gly2_2,15.7167,5.9752,0.205271171
gly2,231205,2,231205_gly2_2,16.0012,6.2597,0.207489818
gly2,231205,2,231205_gly2_2,16.2857,6.5442,0.261205423
gly2,231205,2,231205_gly2_2,16.5703,6.8288,0.238715899
gly2,231205,2,231205_gly2_2,16.8548,7.1133,0.298416696
gly2,231205,2,231205_gly2_2,17.1393,7.3978,0.236397215
gly2,231205,2,231205_gly2_2,17.4239,7.6824,0.252630851
gly2,231205,2,231205_gly2_2,17.7084,7.9669,0.203180757
gly2,231205,2,231205_gly2_2,17.9929,8.2514,0.22444874
gly2,231205,2,231205_gly2_2,18.2774,8.5359,0.216149744
gly2,231205,2,231205_gly2_2,18.562,8.8205,0.273029726
gly2,231205,2,231205_gly2_2,18.8465,9.105,0.276618642
gly2,231205,2,231205_gly2_2,19.131,9.3895,0.261787007
gly2,231205,2,231205_gly2_2,19.4156,9.6741,0.240544553
gly2,231205,2,231205_gly2_2,19.7001,9.9586,0.221783384
gly2,231205,2,231205_gly2_2,19.9846,10.2431,0.231485711
gly2,231205,2,231205_gly2_2,20.2692,10.5277,0.242035952
gly2,231205,2,231205_gly2_2,20.5537,10.8122,0.324979301
gly2,231205,2,231205_gly2_2,20.8382,11.0967,0.257759726
gly2,231205,2,231205_gly2_2,21.1227,11.3812,0.281103798
gly2,231205,2,231205_gly2_2,21.4073,11.6658,0.263970975
gly2,231205,2,231205_gly2_2,21.6918,11.9503,0.250786055
gly2,231205,2,231205_gly2_2,21.9763,12.2348,0.300963469
gly2,231205,2,231205_gly2_2,22.2609,12.5194,0.215483086
gly2,231205,2,231205_gly2_2,22.5454,12.8039,0.233314613
gly2,231205,2,231205_gly2_2,22.8299,13.0884,0.247229226
gly2,231205,2,231205_gly2_2,23.1145,13.373,0.263822724
gly2,231205,2,231205_gly2_2,23.399,13.6575,0.2710206
gly2,231205,2,231205_gly2_2,23.6835,13.942,0.307300641
gly2,231205,2,231205_gly2_2,23.9681,14.2266,0.281172675
gly2,231205,2,231205_gly2_2,24.2526,14.5111,0.267019869
gly2,231205,2,231205_gly2_2,24.5371,14.7956,0.268032559
gly2,231205,2,231205_gly2_2,24.8216,15.0801,0.334646404
gly2,231205,2,231205_gly2_2,25.1062,15.3647,0.276516971
gly2,231205,2,231205_gly2_2,25.3907,15.6492,0.325173395
gly2,231205,2,231205_gly2_2,25.6752,15.9337,0.257017926
gly2,231205,2,231205_gly2_2,25.9598,16.2183,0.296701863
gly2,231205,2,231205_gly2_2,26.2443,16.5028,0.262375441
gly2,231205,2,231205_gly2_2,26.5288,16.7873,0.30989217
gly2,231205,2,231205_gly2_2,26.8134,17.0719,0.303009247
gly2,231205,2,231205_gly2_2,27.0979,17.3564,0.311931062
gly2,231205,2,231205_gly2_2,27.3824,17.6409,0.276262304
gly2,231205,2,231205_gly2_2,27.6669,17.9254,0.236982656
gly2,231205,2,231205_gly2_2,27.9515,18.21,0.256544961
gly2,231205,2,231205_gly2_2,28.236,18.4945,0.364243492
gly2,231205,2,231205_gly2_2,28.5205,18.779,0.299188142
gly2,231205,2,231205_gly2_2,28.8051,19.0636,0.285692436
gly2,231205,2,231205_gly2_2,29.0896,19.3481,0.283933345
gly2,231205,2,231205_gly2_2,29.3741,19.6326,0.2797944
gly2,231205,2,231205_gly2_2,29.6587,19.9172,0.289721966
gly2,231205,2,231205_gly2_2,29.9432,20.2017,0.344385309
gly2,231205,2,231205_gly2_2,30.2277,20.4862,0.352305252
gly2,231205,2,231205_gly2_2,30.5122,20.7707,0.278237826
gly2,231205,2,231205_gly2_2,30.7968,21.0553,0.295619923
gly2,231205,2,231205_gly2_2,31.0813,21.3398,0.271378778
gly2,231205,2,231205_gly2_2,31.3658,21.6243,0.312478065
gly2,231205,2,231205_gly2_2,31.6504,21.9089,0.321778071
gly2,231205,2,231205_gly2_2,31.9349,22.1934,0.297082677
gly2,231205,2,231205_gly2_2,32.2194,22.4779,0.30971067
gly2,231205,2,231205_gly2_2,32.504,22.7625,0.334516603
gly2,231205,2,231205_gly2_2,32.7885,23.047,0.34738888
gly2,231205,2,231205_gly2_2,33.073,23.3315,0.254002567
gly2,231205,2,231205_gly2_2,33.3575,23.616,0.23583188
gly2,231205,2,231205_gly2_2,33.6421,23.9006,0.330041528
gly2,231205,2,231205_gly2_2,33.9266,24.1851,0.314032269
gly2,231205,2,231205_gly2_2,34.2111,24.4696,0.374257124
gly2,231205,2,231205_gly2_2,34.4957,24.7542,0.308584351
gly2,231205,2,231205_gly2_2,34.7802,25.0387,0.324602116
gly2,231205,2,231205_gly2_2,35.0647,25.3232,0.35660578
gly2,231205,2,231205_gly2_2,35.3493,25.6078,0.322993712
gly2,231205,2,231205_gly2_2,35.6338,25.8923,0.349718335
gly2,231205,2,231205_gly2_2,35.9183,26.1768,0.337472717
gly2,231205,2,231205_gly2_2,36.2028,26.4613,0.339044333
gly2,231205,2,231205_gly2_2,36.4874,26.7459,0.341803496
gly2,231205,3,231205_gly2_3,6.3429,0,0.167222225
gly2,231205,3,231205_gly2_3,6.6226,0.2797,0.168636348
gly2,231205,3,231205_gly2_3,6.9023,0.5594,0.140881768
gly2,231205,3,231205_gly2_3,7.182,0.8391,0.188955649
gly2,231205,3,231205_gly2_3,7.4617,1.1188,0.149001338
gly2,231205,3,231205_gly2_3,7.7414,1.3985,0.191031416
gly2,231205,3,231205_gly2_3,8.0211,1.6782,0.181143575
gly2,231205,3,231205_gly2_3,8.3008,1.9579,0.20215008
gly2,231205,3,231205_gly2_3,8.5805,2.2376,0.183684191
gly2,231205,3,231205_gly2_3,8.8602,2.5173,0.177584048
gly2,231205,3,231205_gly2_3,9.1399,2.797,0.205241004
gly2,231205,3,231205_gly2_3,9.4196,3.0767,0.232440112
gly2,231205,3,231205_gly2_3,9.6993,3.3564,0.194659273
gly2,231205,3,231205_gly2_3,9.9791,3.6362,0.245648847
gly2,231205,3,231205_gly2_3,10.2588,3.9159,0.253565345
gly2,231205,3,231205_gly2_3,10.5385,4.1956,0.231743384
gly2,231205,3,231205_gly2_3,10.8182,4.4753,0.28464894
gly2,231205,3,231205_gly2_3,11.0979,4.755,0.269306786
gly2,231205,3,231205_gly2_3,11.3776,5.0347,0.264397005
gly2,231205,3,231205_gly2_3,11.6573,5.3144,0.21984986
gly2,231205,3,231205_gly2_3,11.937,5.5941,0.200517196
gly2,231205,3,231205_gly2_3,12.2167,5.8738,0.217298198
gly2,231205,3,231205_gly2_3,12.4964,6.1535,0.22436578
gly2,231205,3,231205_gly2_3,12.7761,6.4332,0.237674468
gly2,231205,3,231205_gly2_3,13.0558,6.7129,0.288589722
gly2,231205,3,231205_gly2_3,13.3355,6.9926,0.248277363
gly2,231205,3,231205_gly2_3,13.6153,7.2724,0.246217121
gly2,231205,3,231205_gly2_3,13.895,7.5521,0.216238985
gly2,231205,3,231205_gly2_3,14.1747,7.8318,0.262701761
gly2,231205,3,231205_gly2_3,14.4544,8.1115,0.201087804
gly2,231205,3,231205_gly2_3,14.7341,8.3912,0.262182586
gly2,231205,3,231205_gly2_3,15.0138,8.6709,0.260650912
gly2,231205,3,231205_gly2_3,15.2935,8.9506,0.311736063
gly2,231205,3,231205_gly2_3,15.5732,9.2303,0.30724365
gly2,231205,3,231205_gly2_3,15.8529,9.51,0.283352852
gly2,231205,3,231205_gly2_3,16.1326,9.7897,0.293592715
gly2,231205,3,231205_gly2_3,16.4123,10.0694,0.231551228
gly2,231205,3,231205_gly2_3,16.692,10.3491,0.298671794
gly2,231205,3,231205_gly2_3,16.9717,10.6288,0.302572783
gly2,231205,3,231205_gly2_3,17.2515,10.9086,0.309835593
gly2,231205,3,231205_gly2_3,17.5312,11.1883,0.249338953
gly2,231205,3,231205_gly2_3,17.8109,11.468,0.285766544
gly2,231205,3,231205_gly2_3,18.0906,11.7477,0.27749294
gly2,231205,3,231205_gly2_3,18.3703,12.0274,0.216864941
gly2,231205,3,231205_gly2_3,18.65,12.3071,0.238957245
gly2,231205,3,231205_gly2_3,18.9297,12.5868,0.258644087
gly2,231205,3,231205_gly2_3,19.2094,12.8665,0.302815765
gly2,231205,3,231205_gly2_3,19.4891,13.1462,0.3080132
gly2,231205,3,231205_gly2_3,19.7688,13.4259,0.209118273
gly2,231205,3,231205_gly2_3,20.0485,13.7056,0.316158863
gly2,231205,3,231205_gly2_3,20.3282,13.9853,0.298895006
gly2,231205,3,231205_gly2_3,20.6079,14.265,0.392151023
gly2,231205,3,231205_gly2_3,20.8876,14.5447,0.23028322
gly2,231205,3,231205_gly2_3,21.1674,14.8245,0.355501999
gly2,231205,3,231205_gly2_3,21.4471,15.1042,0.212984631
gly2,231205,3,231205_gly2_3,21.7268,15.3839,0.332288977
gly2,231205,3,231205_gly2_3,22.0065,15.6636,0.271825883
gly2,231205,3,231205_gly2_3,22.2862,15.9433,0.285197685
gly2,231205,3,231205_gly2_3,22.5659,16.223,0.261123746
gly2,231205,3,231205_gly2_3,22.8456,16.5027,0.28430621
gly2,231205,3,231205_gly2_3,23.1253,16.7824,0.345660508
gly2,231205,3,231205_gly2_3,23.405,17.0621,0.32326283
gly2,231205,3,231205_gly2_3,23.6847,17.3418,0.295591872
gly2,231205,3,231205_gly2_3,23.9644,17.6215,0.25698023
gly2,231205,3,231205_gly2_3,24.2441,17.9012,0.34549421
gly2,231205,3,231205_gly2_3,24.5238,18.1809,0.32042721
gly2,231205,3,231205_gly2_3,24.8036,18.4607,0.269766336
gly2,231205,3,231205_gly2_3,25.0833,18.7404,0.268963941
gly2,231205,3,231205_gly2_3,25.363,19.0201,0.220573893
gly2,231205,3,231205_gly2_3,25.6427,19.2998,0.287753141
gly2,231205,3,231205_gly2_3,25.9224,19.5795,0.289441816
gly2,231205,3,231205_gly2_3,26.2021,19.8592,0.276363574
gly2,231205,3,231205_gly2_3,26.4818,20.1389,0.290371053
gly2,231205,3,231205_gly2_3,26.7615,20.4186,0.307043029
gly2,231205,3,231205_gly2_3,27.0412,20.6983,0.322027654
gly2,231205,3,231205_gly2_3,27.3209,20.978,0.325595608
gly2,231205,3,231205_gly2_3,27.6006,21.2577,0.322289941
gly2,231205,3,231205_gly2_3,27.8803,21.5374,0.27561031
gly2,231205,3,231205_gly2_3,28.16,21.8171,0.210652119
gly2,231205,3,231205_gly2_3,28.4398,22.0969,0.265800492
gly2,231205,3,231205_gly2_3,28.7195,22.3766,0.279940993
gly2,231205,3,231205_gly2_3,28.9992,22.6563,0.257444659
gly2,231205,3,231205_gly2_3,29.2789,22.936,0.292630771
gly2,231205,3,231205_gly2_3,29.5586,23.2157,0.217657963
gly2,231205,3,231205_gly2_3,29.8383,23.4954,0.27390659
gly2,231205,3,231205_gly2_3,30.118,23.7751,0.277177528
gly2,231205,3,231205_gly2_3,30.3977,24.0548,0.313021889
gly2,231205,3,231205_gly2_3,30.6774,24.3345,0.363478641
gly2,231205,3,231205_gly2_3,30.9571,24.6142,0.389681387
gly2,231205,3,231205_gly2_3,31.2368,24.8939,0.375215773
gly2,231205,3,231205_gly2_3,31.5165,25.1736,0.322965737
gly2,231205,3,231205_gly2_3,31.7962,25.4533,0.394725733
gly2,231205,3,231205_gly2_3,32.076,25.7331,0.294806523
gly2,231205,3,231205_gly2_3,32.3557,26.0128,0.377172544
gly2,231205,3,231205_gly2_3,32.6354,26.2925,0.343917362
gly2,231205,4,231205_gly2_4,3.9846,0,0.161718906
gly2,231205,4,231205_gly2_4,4.2511,0.2665,0.168395061
gly2,231205,4,231205_gly2_4,4.5175,0.5329,0.195486889
gly2,231205,4,231205_gly2_4,4.784,0.7994,0.171300921
gly2,231205,4,231205_gly2_4,5.0504,1.0658,0.240266514
gly2,231205,4,231205_gly2_4,5.3169,1.3323,0.223060139
gly2,231205,4,231205_gly2_4,5.5833,1.5987,0.215403006
gly2,231205,4,231205_gly2_4,5.8497,1.8651,0.204632438
gly2,231205,4,231205_gly2_4,6.1162,2.1316,0.27678856
gly2,231205,4,231205_gly2_4,6.3826,2.398,0.232795067
gly2,231205,4,231205_gly2_4,6.6491,2.6645,0.232601315
gly2,231205,4,231205_gly2_4,6.9155,2.9309,0.268662764
gly2,231205,4,231205_gly2_4,7.182,3.1974,0.240876566
gly2,231205,4,231205_gly2_4,7.4484,3.4638,0.231113632
gly2,231205,4,231205_gly2_4,7.7149,3.7303,0.227556589
gly2,231205,4,231205_gly2_4,7.9813,3.9967,0.225995982
gly2,231205,4,231205_gly2_4,8.2478,4.2632,0.233295669
gly2,231205,4,231205_gly2_4,8.5142,4.5296,0.302644723
gly2,231205,4,231205_gly2_4,8.7806,4.796,0.290762164
gly2,231205,4,231205_gly2_4,9.0471,5.0625,0.326325391
gly2,231205,4,231205_gly2_4,9.3135,5.3289,0.245155652
gly2,231205,4,231205_gly2_4,9.58,5.5954,0.29498855
gly2,231205,4,231205_gly2_4,9.8464,5.8618,0.293672571
gly2,231205,4,231205_gly2_4,10.1129,6.1283,0.252020606
gly2,231205,4,231205_gly2_4,10.3793,6.3947,0.292275481
gly2,231205,4,231205_gly2_4,10.6458,6.6612,0.270960068
gly2,231205,4,231205_gly2_4,10.9122,6.9276,0.284066235
gly2,231205,4,231205_gly2_4,11.1787,7.1941,0.281889892
gly2,231205,4,231205_gly2_4,11.4451,7.4605,0.243147561
gly2,231205,4,231205_gly2_4,11.7116,7.727,0.286544138
gly2,231205,4,231205_gly2_4,11.978,7.9934,0.277028209
gly2,231205,4,231205_gly2_4,12.2444,8.2598,0.31349701
gly2,231205,4,231205_gly2_4,12.5109,8.5263,0.281332031
gly2,231205,4,231205_gly2_4,12.7773,8.7927,0.318927164
gly2,231205,4,231205_gly2_4,13.0438,9.0592,0.314556135
gly2,231205,4,231205_gly2_4,13.3102,9.3256,0.2434205
gly2,231205,4,231205_gly2_4,13.5767,9.5921,0.325920642
gly2,231205,4,231205_gly2_4,13.8431,9.8585,0.310999685
gly2,231205,4,231205_gly2_4,14.1096,10.125,0.309996308
gly2,231205,4,231205_gly2_4,14.376,10.3914,0.304705796
gly2,231205,4,231205_gly2_4,14.6425,10.6579,0.32370056
gly2,231205,4,231205_gly2_4,14.9089,10.9243,0.280060889
gly2,231205,4,231205_gly2_4,15.1753,11.1907,0.325555831
gly2,231205,4,231205_gly2_4,15.4418,11.4572,0.340416549
gly2,231205,4,231205_gly2_4,15.7082,11.7236,0.308763633
gly2,231205,4,231205_gly2_4,15.9747,11.9901,0.353218198
gly2,231205,4,231205_gly2_4,16.2411,12.2565,0.28768245
gly2,231205,4,231205_gly2_4,16.5076,12.523,0.270935719
gly2,231205,4,231205_gly2_4,16.774,12.7894,0.318784321
gly2,231205,4,231205_gly2_4,17.0405,13.0559,0.347978133
gly2,231205,4,231205_gly2_4,17.3069,13.3223,0.338092994
gly2,231205,4,231205_gly2_4,17.5734,13.5888,0.3063531
gly2,231205,4,231205_gly2_4,17.8398,13.8552,0.256524115
gly2,231205,4,231205_gly2_4,18.1062,14.1216,0.304066015
gly2,231205,4,231205_gly2_4,18.3727,14.3881,0.308526529
gly2,231205,4,231205_gly2_4,18.6391,14.6545,0.301748747
gly2,231205,4,231205_gly2_4,18.9056,14.921,0.32346168
gly2,231205,4,231205_gly2_4,19.172,15.1874,0.297908734
gly2,231205,4,231205_gly2_4,19.4385,15.4539,0.290051009
gly2,231205,4,231205_gly2_4,19.7049,15.7203,0.337132882
gly2,231205,4,231205_gly2_4,19.9714,15.9868,0.392214651
