carbonsource,experiment,cellno,ID,time,recovery_time,observation
glu2,231215,1,231215_glu2_1,30.3049,19.3095,0.318171552
glu2,231215,1,231215_glu2_1,30.7437,19.7483,0.258253523
glu2,231215,1,231215_glu2_1,31.1826,20.1872,0.25292409
glu2,231215,1,231215_glu2_1,31.6214,20.626,0.251870817
glu2,231215,1,231215_glu2_1,32.0603,21.0649,0.392491036
glu2,231215,1,231215_glu2_1,32.4991,21.5037,0.272651734
glu2,231215,1,231215_glu2_1,32.938,21.9426,0.262827064
glu2,231215,1,231215_glu2_1,33.3768,22.3814,0.313752963
glu2,231215,1,231215_glu2_1,33.8157,22.8203,0.359326394
glu2,231215,1,231215_glu2_1,34.2545,23.2591,0.302182221
glu2,231215,1,231215_glu2_1,34.6934,23.698,0.317206381
glu2,231215,1,231215_glu2_1,35.1322,24.1368,0.286939896
glu2,231215,1,231215_glu2_1,35.5711,24.5757,0.326115319
glu2,231215,1,231215_glu2_1,36.0099,25.0145,0.316554674
glu2,231215,1,231215_glu2_1,36.4488,25.4534,0.263712223
glu2,231215,1,231215_glu2_1,36.8877,25.8923,0.307365649
glu2,231215,1,231215_glu2_1,37.3265,26.3311,0.291486658
glu2,231215,1,231215_glu2_1,37.7654,26.77,0.3059079
glu2,231215,1,231215_glu2_1,38.2042,27.2088,0.332533228
glu2,231215,1,231215_glu2_1,38.6431,27.6477,0.329207584
glu2,231215,1,231215_glu2_1,39.0819,28.0865,0.258240876
glu2,231215,1,231215_glu2_1,39.5208,28.5254,0.324935047
glu2,231215,1,231215_glu2_1,39.9596,28.9642,0.335771014
glu2,231215,1,231215_glu2_1,40.3985,29.4031,0.305502873
glu2,231215,1,231215_glu2_1,40.8373,29.8419,0.333366691
glu2,231215,1,231215_glu2_1,41.2762,30.2808,0.326339751
glu2,231215,1,231215_glu2_1,41.715,30.7196,0.319555724
glu2,231215,1,231215_glu2_1,42.1539,31.1585,0.31709776
glu2,231215,1,231215_glu2_1,42.5927,31.5973,0.318400705
glu2,231215,1,231215_glu2_1,43.0316,32.0362,0.282461617
glu2,231215,1,231215_glu2_1,43.4704,32.475,0.336606618
glu2,231215,1,231215_glu2_1,43.9093,32.9139,0.32954029
glu2,231215,1,231215_glu2_1,44.3481,33.3527,0.348727461
glu2,231215,1,231215_glu2_1,44.787,33.7916,0.325470386
glu2,231215,1,231215_glu2_1,45.2258,34.2304,0.303204073
glu2,231215,1,231215_glu2_1,45.6647,34.6693,0.325208183
glu2,231215,1,231215_glu2_1,46.1035,35.1081,0.321114025
glu2,231215,1,231215_glu2_1,46.5424,35.547,0.33582508
glu2,231215,1,231215_glu2_1,46.9812,35.9858,0.317639357
glu2,231215,1,231215_glu2_1,47.4201,36.4247,0.372789503
glu2,231215,1,231215_glu2_1,47.8589,36.8635,0.296307241
glu2,231215,1,231215_glu2_1,48.2978,37.3024,0.393955753
glu2,231215,1,231215_glu2_1,48.7366,37.7412,0.357351188
glu2,231215,1,231215_glu2_1,49.1755,38.1801,0.261677155
glu2,231215,1,231215_glu2_1,49.6143,38.6189,0.371434817
glu2,231215,1,231215_glu2_1,50.0532,39.0578,0.424915787
glu2,231215,1,231215_glu2_1,50.4921,39.4967,0.361098623
glu2,231215,1,231215_glu2_1,50.9309,39.9355,0.328997548
glu2,231215,1,231215_glu2_1,51.3698,40.3744,0.409959109
glu2,231215,1,231215_glu2_1,51.8086,40.8132,0.368853572
glu2,231215,1,231215_glu2_1,52.2475,41.2521,0.347364157
glu2,231215,2,231215_glu2_2,6.8914,0,0.090691367
glu2,231215,2,231215_glu2_2,7.2808,0.3894,0.102169013
glu2,231215,2,231215_glu2_2,7.6703,0.7789,0.125897656
glu2,231215,2,231215_glu2_2,8.0597,1.1683,0.121252776
glu2,231215,2,231215_glu2_2,8.4491,1.5577,0.14536785
glu2,231215,2,231215_glu2_2,8.8385,1.9471,0.131539366
glu2,231215,2,231215_glu2_2,9.2279,2.3365,0.123210267
glu2,231215,2,231215_glu2_2,9.6174,2.726,0.169157979
glu2,231215,2,231215_glu2_2,10.0068,3.1154,0.140891057
glu2,231215,2,231215_glu2_2,10.3962,3.5048,0.155489258
glu2,231215,2,231215_glu2_2,10.7856,3.8942,0.176212879
glu2,231215,2,231215_glu2_2,11.175,4.2836,0.175016156
glu2,231215,2,231215_glu2_2,11.5645,4.6731,0.166764272
glu2,231215,2,231215_glu2_2,11.9539,5.0625,0.14551969
glu2,231215,2,231215_glu2_2,12.3433,5.4519,0.16790649
glu2,231215,2,231215_glu2_2,12.7327,5.8413,0.172136513
glu2,231215,2,231215_glu2_2,13.1221,6.2307,0.175630704
glu2,231215,2,231215_glu2_2,13.5116,6.6202,0.164417431
glu2,231215,2,231215_glu2_2,13.901,7.0096,0.176220717
glu2,231215,2,231215_glu2_2,14.2904,7.399,0.162333851
glu2,231215,2,231215_glu2_2,14.6798,7.7884,0.197985104
glu2,231215,2,231215_glu2_2,15.0692,8.1778,0.16608858
glu2,231215,2,231215_glu2_2,15.4587,8.5673,0.15856851
glu2,231215,2,231215_glu2_2,15.8481,8.9567,0.169889658
glu2,231215,2,231215_glu2_2,16.2375,9.3461,0.162560044
glu2,231215,2,231215_glu2_2,16.6269,9.7355,0.19253673
glu2,231215,2,231215_glu2_2,17.0164,10.125,0.183408406
glu2,231215,2,231215_glu2_2,17.4058,10.5144,0.198955959
glu2,231215,2,231215_glu2_2,17.7952,10.9038,0.168776783
glu2,231215,2,231215_glu2_2,18.1846,11.2932,0.194959167
glu2,231215,2,231215_glu2_2,18.574,11.6826,0.181311388
glu2,231215,2,231215_glu2_2,18.9635,12.0721,0.19702927
glu2,231215,2,231215_glu2_2,19.3529,12.4615,0.186727812
glu2,231215,2,231215_glu2_2,19.7423,12.8509,0.23185148
glu2,231215,2,231215_glu2_2,20.1317,13.2403,0.177032322
glu2,231215,2,231215_glu2_2,20.5211,13.6297,0.176489906
glu2,231215,2,231215_glu2_2,20.9106,14.0192,0.19411099
glu2,231215,2,231215_glu2_2,21.3,14.4086,0.182771396
glu2,231215,2,231215_glu2_2,21.6894,14.798,0.185052611
glu2,231215,2,231215_glu2_2,22.0788,15.1874,0.195784508
glu2,231215,2,231215_glu2_2,22.4682,15.5768,0.245299555
glu2,231215,2,231215_glu2_2,22.8577,15.9663,0.205545436
glu2,231215,2,231215_glu2_2,23.2471,16.3557,0.200370613
glu2,231215,2,231215_glu2_2,23.6365,16.7451,0.168125388
glu2,231215,2,231215_glu2_2,24.0259,17.1345,0.200860786
glu2,231215,2,231215_glu2_2,24.4153,17.5239,0.165997802
glu2,231215,2,231215_glu2_2,24.8048,17.9134,0.204928646
glu2,231215,2,231215_glu2_2,25.1942,18.3028,0.217228133
glu2,231215,2,231215_glu2_2,25.5836,18.6922,0.189720813
glu2,231215,2,231215_glu2_2,25.973,19.0816,0.194420678
glu2,231215,2,231215_glu2_2,26.3624,19.471,0.198806237
glu2,231215,2,231215_glu2_2,26.7519,19.8605,0.204350144
glu2,231215,2,231215_glu2_2,27.1413,20.2499,0.19751352
glu2,231215,2,231215_glu2_2,27.5307,20.6393,0.202344297
glu2,231215,2,231215_glu2_2,27.9201,21.0287,0.212957343
glu2,231215,2,231215_glu2_2,28.3095,21.4181,0.202016219
glu2,231215,2,231215_glu2_2,28.699,21.8076,0.195502219
glu2,231215,2,231215_glu2_2,29.0884,22.197,0.211079698
glu2,231215,2,231215_glu2_2,29.4778,22.5864,0.171634813
glu2,231215,2,231215_glu2_2,29.8672,22.9758,0.20953744
glu2,231215,2,231215_glu2_2,30.2567,23.3653,0.207430503
glu2,231215,2,231215_glu2_2,30.6461,23.7547,0.201343192
glu2,231215,2,231215_glu2_2,31.0355,24.1441,0.184906058
glu2,231215,2,231215_glu2_2,31.4249,24.5335,0.183992823
glu2,231215,2,231215_glu2_2,31.8143,24.9229,0.18175047
glu2,231215,2,231215_glu2_2,32.2038,25.3124,0.198128258
glu2,231215,2,231215_glu2_2,32.5932,25.7018,0.202335127
glu2,231215,2,231215_glu2_2,32.9826,26.0912,0.168790129
glu2,231215,2,231215_glu2_2,33.372,26.4806,0.226397373
glu2,231215,2,231215_glu2_2,33.7614,26.87,0.195888044
glu2,231215,2,231215_glu2_2,34.1509,27.2595,0.20562763
glu2,231215,2,231215_glu2_2,34.5403,27.6489,0.208991989
glu2,231215,2,231215_glu2_2,34.9297,28.0383,0.231450938
glu2,231215,2,231215_glu2_2,35.3191,28.4277,0.160804938
glu2,231215,2,231215_glu2_2,35.7085,28.8171,0.187919919
glu2,231215,2,231215_glu2_2,36.098,29.2066,0.211487932
glu2,231215,2,231215_glu2_2,36.4874,29.596,0.182588318
glu2,231215,2,231215_glu2_2,36.8768,29.9854,0.184303843
glu2,231215,2,231215_glu2_2,37.2662,30.3748,0.199153052
glu2,231215,2,231215_glu2_2,37.6556,30.7642,0.185073215
glu2,231215,2,231215_glu2_2,38.0451,31.1537,0.211511581
glu2,231215,2,231215_glu2_2,38.4345,31.5431,0.207585708
glu2,231215,2,231215_glu2_2,38.8239,31.9325,0.212084567
glu2,231215,2,231215_glu2_2,39.2133,32.3219,0.244464469
glu2,231215,2,231215_glu2_2,39.6027,32.7113,0.206290664
glu2,231215,2,231215_glu2_2,39.9922,33.1008,0.240993218
glu2,231215,2,231215_glu2_2,40.3816,33.4902,0.212285008
glu2,231215,2,231215_glu2_2,40.771,33.8796,0.179454489
glu2,231215,2,231215_glu2_2,41.1604,34.269,0.231866355
glu2,231215,2,231215_glu2_2,41.5498,34.6584,0.172340213
glu2,231215,2,231215_glu2_2,41.9393,35.0479,0.246819306
glu2,231215,2,231215_glu2_2,42.3287,35.4373,0.216986461
glu2,231215,2,231215_glu2_2,42.7181,35.8267,0.217424696
glu2,231215,2,231215_glu2_2,43.1075,36.2161,0.209314626
glu2,231215,2,231215_glu2_2,43.4969,36.6055,0.191547397
glu2,231215,3,231215_glu2_3,16.0952,0,0.135866024
glu2,231215,3,231215_glu2_3,16.6378,0.5426,0.134968821
glu2,231215,3,231215_glu2_3,17.1803,1.0851,0.1481649
glu2,231215,3,231215_glu2_3,17.7229,1.6277,0.13950075
glu2,231215,3,231215_glu2_3,18.2654,2.1702,0.138649564
glu2,231215,3,231215_glu2_3,18.8079,2.7127,0.159008112
glu2,231215,3,231215_glu2_3,19.3505,3.2553,0.151358021
glu2,231215,3,231215_glu2_3,19.893,3.7978,0.23825004
glu2,231215,3,231215_glu2_3,20.4355,4.3403,0.18124094
glu2,231215,3,231215_glu2_3,20.9781,4.8829,0.213527248
glu2,231215,3,231215_glu2_3,21.5206,5.4254,0.206838625
glu2,231215,3,231215_glu2_3,22.0631,5.9679,0.188652792
glu2,231215,3,231215_glu2_3,22.6057,6.5105,0.199360474
glu2,231215,3,231215_glu2_3,23.1482,7.053,0.257965517
glu2,231215,3,231215_glu2_3,23.6908,7.5956,0.228310269
glu2,231215,3,231215_glu2_3,24.2333,8.1381,0.220562376
glu2,231215,3,231215_glu2_3,24.7758,8.6806,0.193827879
glu2,231215,3,231215_glu2_3,25.3184,9.2232,0.187313965
glu2,231215,3,231215_glu2_3,25.8609,9.7657,0.233043365
glu2,231215,3,231215_glu2_3,26.4034,10.3082,0.21784196
glu2,231215,3,231215_glu2_3,26.946,10.8508,0.259219781
glu2,231215,3,231215_glu2_3,27.4885,11.3933,0.217851328
glu2,231215,3,231215_glu2_3,28.031,11.9358,0.223744535
glu2,231215,3,231215_glu2_3,28.5736,12.4784,0.27945602
glu2,231215,3,231215_glu2_3,29.1161,13.0209,0.271264396
glu2,231215,3,231215_glu2_3,29.6587,13.5635,0.205075467
glu2,231215,3,231215_glu2_3,30.2012,14.106,0.224200306
glu2,231215,3,231215_glu2_3,30.7437,14.6485,0.262799038
glu2,231215,3,231215_glu2_3,31.2863,15.1911,0.247101573
glu2,231215,3,231215_glu2_3,31.8288,15.7336,0.270672444
glu2,231215,3,231215_glu2_3,32.3713,16.2761,0.271454791
glu2,231215,3,231215_glu2_3,32.9139,16.8187,0.242301079
glu2,231215,3,231215_glu2_3,33.4564,17.3612,0.248867152
glu2,231215,3,231215_glu2_3,33.9989,17.9037,0.25597566
glu2,231215,3,231215_glu2_3,34.5415,18.4463,0.253886096
glu2,231215,3,231215_glu2_3,35.084,18.9888,0.298446317
glu2,231215,3,231215_glu2_3,35.6266,19.5314,0.233719481
glu2,231215,3,231215_glu2_3,36.1691,20.0739,0.262265059
glu2,231215,3,231215_glu2_3,36.7116,20.6164,0.278983839
glu2,231215,3,231215_glu2_3,37.2542,21.159,0.275992611
glu2,231215,3,231215_glu2_3,37.7967,21.7015,0.248369951
glu2,231215,3,231215_glu2_3,38.3392,22.244,0.316698616
glu2,231215,3,231215_glu2_3,38.8818,22.7866,0.25241463
glu2,231215,3,231215_glu2_3,39.4243,23.3291,0.30528628
glu2,231215,3,231215_glu2_3,39.9668,23.8716,0.309831746
glu2,231215,3,231215_glu2_3,40.5094,24.4142,0.311854914
glu2,231215,3,231215_glu2_3,41.0519,24.9567,0.259258758
glu2,231215,3,231215_glu2_3,41.5945,25.4993,0.272735634
glu2,231215,3,231215_glu2_3,42.137,26.0418,0.273991802
glu2,231215,3,231215_glu2_3,42.6795,26.5843,0.322621112
glu2,231215,3,231215_glu2_3,43.2221,27.1269,0.305546184
glu2,231215,3,231215_glu2_3,43.7646,27.6694,0.258654943
glu2,231215,3,231215_glu2_3,44.3071,28.2119,0.285508794
glu2,231215,3,231215_glu2_3,44.8497,28.7545,0.311629131
glu2,231215,3,231215_glu2_3,45.3922,29.297,0.287949548
glu2,231215,3,231215_glu2_3,45.9347,29.8395,0.300728244
glu2,231215,3,231215_glu2_3,46.4773,30.3821,0.309635701
glu2,231215,3,231215_glu2_3,47.0198,30.9246,0.278074531
glu2,231215,3,231215_glu2_3,47.5624,31.4672,0.276479179
glu2,231215,3,231215_glu2_3,48.1049,32.0097,0.298641514
glu2,231215,3,231215_glu2_3,48.6474,32.5522,0.318673213
glu2,231215,3,231215_glu2_3,49.19,33.0948,0.309808825
glu2,231215,3,231215_glu2_3,49.7325,33.6373,0.296868017
glu2,231215,3,231215_glu2_3,50.275,34.1798,0.307915927
glu2,231215,3,231215_glu2_3,50.8176,34.7224,0.229960743
glu2,231215,3,231215_glu2_3,51.3601,35.2649,0.292419226
glu2,231215,3,231215_glu2_3,51.9026,35.8074,0.336492179
glu2,231215,3,231215_glu2_3,52.4452,36.35,0.294540565
glu2,231215,3,231215_glu2_3,52.9877,36.8925,0.315245834
glu2,231215,3,231215_glu2_3,53.5303,37.4351,0.326682088
glu2,231215,3,231215_glu2_3,54.0728,37.9776,0.330450002
glu2,231215,3,231215_glu2_3,54.6153,38.5201,0.323656447
glu2,231215,3,231215_glu2_3,55.1579,39.0627,0.298431853
glu2,231215,3,231215_glu2_3,55.7004,39.6052,0.360897601
glu2,231215,3,231215_glu2_3,56.2429,40.1477,0.273365291
glu2,231215,3,231215_glu2_3,56.7855,40.6903,0.315304756
glu2,231215,3,231215_glu2_3,57.328,41.2328,0.342379743
glu2,231215,3,231215_glu2_3,57.8705,41.7753,0.366182714
glu2,231215,3,231215_glu2_3,58.4131,42.3179,0.304546529
glu2,231215,3,231215_glu2_3,58.9556,42.8604,0.338499009
glu2,231215,3,231215_glu2_3,59.4982,43.403,0.349623572
glu2,231215,3,231215_glu2_3,60.0407,43.9455,0.287851823
glu2,231215,3,231215_glu2_3,60.5832,44.488,0.318431669
glu2,231215,3,231215_glu2_3,61.1258,45.0306,0.289931658
glu2,231215,3,231215_glu2_3,61.6683,45.5731,0.277283587
glu2,231215,3,231215_glu2_3,62.2108,46.1156,0.343229805
glu2,231215,3,231215_glu2_3,62.7534,46.6582,0.303360109
glu2,231215,3,231215_glu2_3,63.2959,47.2007,0.314487056
glu2,231215,3,231215_glu2_3,63.8384,47.7432,0.296101191
glu2,231215,3,231215_glu2_3,64.381,48.2858,0.258154947
glu2,231215,3,231215_glu2_3,64.9235,48.8283,0.292362867
glu2,231215,3,231215_glu2_3,65.4661,49.3709,0.319474976
glu2,231215,3,231215_glu2_3,66.0086,49.9134,0.35465482
glu2,231215,3,231215_glu2_3,66.5511,50.4559,0.383487678
glu2,231215,3,231215_glu2_3,67.0937,50.9985,0.328310997
glu2,231215,4,231215_glu2_4,11.9298,0,0.114605001
glu2,231215,4,231215_glu2_4,12.3867,0.4569,0.148118327
glu2,231215,4,231215_glu2_4,12.8436,0.9138,0.183400623
glu2,231215,4,231215_glu2_4,13.3006,1.3708,0.179527326
glu2,231215,4,231215_glu2_4,13.7575,1.8277,0.171781278
glu2,231215,4,231215_glu2_4,14.2145,2.2847,0.198262381
glu2,231215,4,231215_glu2_4,14.6714,2.7416,0.169338469
glu2,231215,4,231215_glu2_4,15.1283,3.1985,0.231046914
glu2,231215,4,231215_glu2_4,15.5853,3.6555,0.175644773
glu2,231215,4,231215_glu2_4,16.0422,4.1124,0.174484689
glu2,231215,4,231215_glu2_4,16.4991,4.5693,0.165344221
glu2,231215,4,231215_glu2_4,16.9561,5.0263,0.198780218
glu2,231215,4,231215_glu2_4,17.413,5.4832,0.213136336
glu2,231215,4,231215_glu2_4,17.8699,5.9401,0.181039269
glu2,231215,4,231215_glu2_4,18.3269,6.3971,0.164042773
glu2,231215,4,231215_glu2_4,18.7838,6.854,0.259374813
glu2,231215,4,231215_glu2_4,19.2408,7.311,0.272696643
glu2,231215,4,231215_glu2_4,19.6977,7.7679,0.179855799
glu2,231215,4,231215_glu2_4,20.1546,8.2248,0.209281086
glu2,231215,4,231215_glu2_4,20.6116,8.6818,0.198256435
glu2,231215,4,231215_glu2_4,21.0685,9.1387,0.2155841
glu2,231215,4,231215_glu2_4,21.5254,9.5956,0.23124549
glu2,231215,4,231215_glu2_4,21.9824,10.0526,0.221171537
glu2,231215,4,231215_glu2_4,22.4393,10.5095,0.199490074
glu2,231215,4,231215_glu2_4,22.8962,10.9664,0.211705975
glu2,231215,4,231215_glu2_4,23.3532,11.4234,0.240243914
glu2,231215,4,231215_glu2_4,23.8101,11.8803,0.258435838
glu2,231215,4,231215_glu2_4,24.267,12.3372,0.259386812
glu2,231215,4,231215_glu2_4,24.724,12.7942,0.216389706
glu2,231215,4,231215_glu2_4,25.1809,13.2511,0.262027958
glu2,231215,4,231215_glu2_4,25.6379,13.7081,0.251805829
glu2,231215,4,231215_glu2_4,26.0948,14.165,0.267635222
glu2,231215,4,231215_glu2_4,26.5517,14.6219,0.198553733
glu2,231215,4,231215_glu2_4,27.0087,15.0789,0.242927041
glu2,231215,4,231215_glu2_4,27.4656,15.5358,0.235883897
glu2,231215,4,231215_glu2_4,27.9225,15.9927,0.205439168
glu2,231215,4,231215_glu2_4,28.3795,16.4497,0.239301454
glu2,231215,4,231215_glu2_4,28.8364,16.9066,0.239032731
glu2,231215,4,231215_glu2_4,29.2933,17.3635,0.265694606
glu2,231215,4,231215_glu2_4,29.7503,17.8205,0.239996441
glu2,231215,4,231215_glu2_4,30.2072,18.2774,0.28706764
glu2,231215,4,231215_glu2_4,30.6642,18.7344,0.32023782
glu2,231215,4,231215_glu2_4,31.1211,19.1913,0.215964352
glu2,231215,4,231215_glu2_4,31.578,19.6482,0.273417561
glu2,231215,4,231215_glu2_4,32.035,20.1052,0.225363933
glu2,231215,4,231215_glu2_4,32.4919,20.5621,0.250070118
glu2,231215,4,231215_glu2_4,32.9488,21.019,0.236643736
glu2,231215,4,231215_glu2_4,33.4058,21.476,0.227594897
glu2,231215,4,231215_glu2_4,33.8627,21.9329,0.224278485
glu2,231215,4,231215_glu2_4,34.3196,22.3898,0.211178466
glu2,231215,4,231215_glu2_4,34.7766,22.8468,0.241973047
glu2,231215,4,231215_glu2_4,35.2335,23.3037,0.314824538
glu2,231215,4,231215_glu2_4,35.6905,23.7607,0.268166151
glu2,231215,4,231215_glu2_4,36.1474,24.2176,0.229695078
glu2,231215,4,231215_glu2_4,36.6043,24.6745,0.250774622
glu2,231215,4,231215_glu2_4,37.0613,25.1315,0.300298057
glu2,231215,4,231215_glu2_4,37.5182,25.5884,0.283183088
glu2,231215,4,231215_glu2_4,37.9751,26.0453,0.258642033
glu2,231215,4,231215_glu2_4,38.4321,26.5023,0.267230955
glu2,231215,4,231215_glu2_4,38.889,26.9592,0.236543387
glu2,231215,4,231215_glu2_4,39.3459,27.4161,0.244626326
glu2,231215,4,231215_glu2_4,39.8029,27.8731,0.25128252
glu2,231215,4,231215_glu2_4,40.2598,28.33,0.273991798
glu2,231215,4,231215_glu2_4,40.7168,28.787,0.234178641
glu2,231215,4,231215_glu2_4,41.1737,29.2439,0.285226802
glu2,231215,4,231215_glu2_4,41.6306,29.7008,0.264048629
glu2,231215,4,231215_glu2_4,42.0876,30.1578,0.243842477
glu2,231215,4,231215_glu2_4,42.5445,30.6147,0.265884796
glu2,231215,4,231215_glu2_4,43.0014,31.0716,0.253065735
glu2,231215,4,231215_glu2_4,43.4584,31.5286,0.315463119
glu2,231215,4,231215_glu2_4,43.9153,31.9855,0.255360275
glu2,231215,4,231215_glu2_4,44.3722,32.4424,0.255705603
glu2,231215,4,231215_glu2_4,44.8292,32.8994,0.301267758
glu2,231215,4,231215_glu2_4,45.2861,33.3563,0.344074385
glu2,231215,4,231215_glu2_4,45.743,33.8132,0.334129324
glu2,231215,4,231215_glu2_4,46.2,34.2702,0.291785202
glu2,231215,4,231215_glu2_4,46.6569,34.7271,0.236539143
glu2,231215,4,231215_glu2_4,47.1139,35.1841,0.283106665
glu2,231215,4,231215_glu2_4,47.5708,35.641,0.311909261
glu2,231215,4,231215_glu2_4,48.0277,36.0979,0.283085846
glu2,231215,4,231215_glu2_4,48.4847,36.5549,0.294457798
glu2,231215,4,231215_glu2_4,48.9416,37.0118,0.315020624
glu2,231215,4,231215_glu2_4,49.3985,37.4687,0.216373368
glu2,231215,4,231215_glu2_4,49.8555,37.9257,0.272033932
glu2,231215,4,231215_glu2_4,50.3124,38.3826,0.336263846
glu2,231215,4,231215_glu2_4,50.7693,38.8395,0.287655495
glu2,231215,4,231215_glu2_4,51.2263,39.2965,0.289749733
glu2,231215,4,231215_glu2_4,51.6832,39.7534,0.289922648
glu2,231215,4,231215_glu2_4,52.1402,40.2104,0.241676376
glu2,231215,4,231215_glu2_4,52.5971,40.6673,0.275192914
glu2,231215,4,231215_glu2_4,53.054,41.1242,0.318042103
glu2,231215,4,231215_glu2_4,53.511,41.5812,0.289694472
glu2,231215,4,231215_glu2_4,53.9679,42.0381,0.276016076
glu2,231215,4,231215_glu2_4,54.4248,42.495,0.241623928
glu2,231215,4,231215_glu2_4,54.8818,42.952,0.267665812
glu2,231215,5,231215_glu2_5,10.2238,0,0.150025556
glu2,231215,5,231215_glu2_5,10.8459,0.6221,0.180326995
glu2,231215,5,231215_glu2_5,11.468,1.2442,0.141158515
glu2,231215,5,231215_glu2_5,12.0901,1.8663,0.203904934
glu2,231215,5,231215_glu2_5,12.7122,2.4884,0.175149337
glu2,231215,5,231215_glu2_5,13.3343,3.1105,0.20821718
glu2,231215,5,231215_glu2_5,13.9564,3.7326,0.252639983
glu2,231215,5,231215_glu2_5,14.5786,4.3548,0.214552763
glu2,231215,5,231215_glu2_5,15.2007,4.9769,0.221127854
glu2,231215,5,231215_glu2_5,15.8228,5.599,0.25888183
glu2,231215,5,231215_glu2_5,16.4449,6.2211,0.275912631
glu2,231215,5,231215_glu2_5,17.067,6.8432,0.272958928
glu2,231215,5,231215_glu2_5,17.6891,7.4653,0.253828253
glu2,231215,5,231215_glu2_5,18.3112,8.0874,0.25044001
glu2,231215,5,231215_glu2_5,18.9333,8.7095,0.253314735
glu2,231215,5,231215_glu2_5,19.5554,9.3316,0.247312812
glu2,231215,5,231215_glu2_5,20.1775,9.9537,0.295210493
glu2,231215,5,231215_glu2_5,20.7996,10.5758,0.24821201
glu2,231215,5,231215_glu2_5,21.4217,11.1979,0.291312362
glu2,231215,5,231215_glu2_5,22.0439,11.8201,0.290583971
glu2,231215,5,231215_glu2_5,22.666,12.4422,0.30703858
glu2,231215,5,231215_glu2_5,23.2881,13.0643,0.293604522
glu2,231215,5,231215_glu2_5,23.9102,13.6864,0.272137897
glu2,231215,5,231215_glu2_5,24.5323,14.3085,0.317485342
glu2,231215,5,231215_glu2_5,25.1544,14.9306,0.296655721
glu2,231215,5,231215_glu2_5,25.7765,15.5527,0.336703328
glu2,231215,5,231215_glu2_5,26.3986,16.1748,0.273990021
glu2,231215,5,231215_glu2_5,27.0207,16.7969,0.348816705
glu2,231215,5,231215_glu2_5,27.6428,17.419,0.304028418
glu2,231215,5,231215_glu2_5,28.2649,18.0411,0.395993928
glu2,231215,5,231215_glu2_5,28.887,18.6632,0.372189742
glu2,231215,5,231215_glu2_5,29.5092,19.2854,0.313501567
