carbonsource,experiment,cellno,tag,time,recovery_time,observation
glu005,231215,7,231215_glu005_7,22.7612,12.2541,0.319816568
glu005,231215,7,231215_glu005_7,23.1989,12.6918,0.259103923
glu005,231215,7,231215_glu005_7,23.6365,13.1294,0.248531376
glu005,231215,7,231215_glu005_7,24.0741,13.567,0.271116469
glu005,231215,7,231215_glu005_7,24.5118,14.0047,0.209491646
glu005,231215,7,231215_glu005_7,24.9494,14.4423,0.219996235
glu005,231215,7,231215_glu005_7,25.3871,14.88,0.213031644
glu005,231215,7,231215_glu005_7,25.8247,15.3176,0.243725496
glu005,231215,7,231215_glu005_7,26.2624,15.7553,0.271862095
glu005,231215,7,231215_glu005_7,26.7,16.1929,0.179365725
glu005,231215,7,231215_glu005_7,27.1377,16.6306,0.306351002
glu005,231215,7,231215_glu005_7,27.5753,17.0682,0.265714638
glu005,231215,7,231215_glu005_7,28.013,17.5059,0.240863698
glu005,231215,7,231215_glu005_7,28.4506,17.9435,0.242841879
glu005,231215,7,231215_glu005_7,28.8883,18.3812,0.238805641
glu005,231215,7,231215_glu005_7,29.3259,18.8188,0.262602281
glu005,231215,7,231215_glu005_7,29.7635,19.2564,0.267636311
glu005,231215,7,231215_glu005_7,30.2012,19.6941,0.226416586
glu005,231215,7,231215_glu005_7,30.6388,20.1317,0.289786799
glu005,231215,7,231215_glu005_7,31.0765,20.5694,0.255646748
glu005,231215,7,231215_glu005_7,31.5141,21.007,0.28083378
glu005,231215,7,231215_glu005_7,31.9518,21.4447,0.267419017
glu005,231215,7,231215_glu005_7,32.3894,21.8823,0.2999939
glu005,231215,7,231215_glu005_7,32.8271,22.32,0.234794832
glu005,231215,7,231215_glu005_7,33.2647,22.7576,0.327398612
glu005,231215,7,231215_glu005_7,33.7024,23.1953,0.341233106
glu005,231215,7,231215_glu005_7,34.14,23.6329,0.298786178
glu005,231215,7,231215_glu005_7,34.5777,24.0706,0.345668417
glu005,231215,7,231215_glu005_7,35.0153,24.5082,0.419452763
glu005,231215,7,231215_glu005_7,35.4529,24.9458,0.347919219
glu005,231215,7,231215_glu005_7,35.8906,25.3835,0.394976149
glu005,231215,7,231215_glu005_7,36.3282,25.8211,0.329142142
glu005,231215,7,231215_glu005_7,36.7659,26.2588,0.289603832
glu005,231215,7,231215_glu005_7,37.2035,26.6964,0.351984445
glu005,231215,7,231215_glu005_7,37.6412,27.1341,0.348806751
glu005,231215,7,231215_glu005_7,38.0788,27.5717,0.297456636
glu005,231215,7,231215_glu005_7,38.5165,28.0094,0.298312822
glu005,231215,7,231215_glu005_7,38.9541,28.447,0.239701071
glu005,231215,7,231215_glu005_7,39.3918,28.8847,0.299238053
glu005,231215,7,231215_glu005_7,39.8294,29.3223,0.352031894
glu005,231215,7,231215_glu005_7,40.267,29.7599,0.286444649
glu005,231215,7,231215_glu005_7,40.7047,30.1976,0.342450242
glu005,231215,7,231215_glu005_7,41.1423,30.6352,0.245397073
glu005,231215,7,231215_glu005_7,41.58,31.0729,0.361137707
glu005,231215,7,231215_glu005_7,42.0176,31.5105,0.33017512
glu005,231215,7,231215_glu005_7,42.4553,31.9482,0.294747695
glu005,231215,7,231215_glu005_7,42.8929,32.3858,0.356961642
glu005,231215,7,231215_glu005_7,43.3306,32.8235,0.327859884
glu005,231215,7,231215_glu005_7,43.7682,33.2611,0.370314066
glu005,231215,7,231215_glu005_7,44.2059,33.6988,0.444756322
glu005,231215,7,231215_glu005_7,44.6435,34.1364,0.374828946
glu005,231215,7,231215_glu005_7,45.0812,34.5741,0.460502263
glu005,231215,7,231215_glu005_7,45.5188,35.0117,0.379070067
glu005,231215,7,231215_glu005_7,45.9564,35.4493,0.370441435
glu005,231215,7,231215_glu005_7,46.3941,35.887,0.442353386
glu005,231215,7,231215_glu005_7,46.8317,36.3246,0.295020917
glu005,231215,7,231215_glu005_7,47.2694,36.7623,0.386832397
glu005,231215,7,231215_glu005_7,47.707,37.1999,0.348731958
glu005,231215,7,231215_glu005_7,48.1447,37.6376,0.375778002
glu005,231215,7,231215_glu005_7,48.5823,38.0752,0.276557953
glu005,231215,7,231215_glu005_7,49.02,38.5129,0.360845412
glu005,231215,7,231215_glu005_7,49.4576,38.9505,0.335653999
glu005,231215,7,231215_glu005_7,49.8953,39.3882,0.439840951
glu005,231215,7,231215_glu005_7,50.3329,39.8258,0.356719685
glu005,231215,7,231215_glu005_7,50.7706,40.2635,0.346785061
glu005,231215,7,231215_glu005_7,51.2082,40.7011,0.383966687
glu005,231215,7,231215_glu005_7,51.6458,41.1387,0.534640188
glu005,231215,8,231215_glu005_8,9.8079,0,0.146045564
glu005,231215,8,231215_glu005_8,10.2985,0.4906,0.126563707
glu005,231215,8,231215_glu005_8,10.7892,0.9813,0.149557342
glu005,231215,8,231215_glu005_8,11.2799,1.472,0.166151588
glu005,231215,8,231215_glu005_8,11.7706,1.9627,0.154632117
glu005,231215,8,231215_glu005_8,12.2613,2.4534,0.136454091
glu005,231215,8,231215_glu005_8,12.752,2.9441,0.171381644
glu005,231215,8,231215_glu005_8,13.2427,3.4348,0.216864035
glu005,231215,8,231215_glu005_8,13.7334,3.9255,0.182596548
glu005,231215,8,231215_glu005_8,14.2241,4.4162,0.21357456
glu005,231215,8,231215_glu005_8,14.7148,4.9069,0.170386443
glu005,231215,8,231215_glu005_8,15.2055,5.3976,0.193089107
glu005,231215,8,231215_glu005_8,15.6962,5.8883,0.179378835
glu005,231215,8,231215_glu005_8,16.1869,6.379,0.198513584
glu005,231215,8,231215_glu005_8,16.6776,6.8697,0.209996544
glu005,231215,8,231215_glu005_8,17.1683,7.3604,0.209247589
glu005,231215,8,231215_glu005_8,17.659,7.8511,0.208151315
glu005,231215,8,231215_glu005_8,18.1496,8.3417,0.228558707
glu005,231215,8,231215_glu005_8,18.6403,8.8324,0.210407971
glu005,231215,8,231215_glu005_8,19.131,9.3231,0.212056329
glu005,231215,8,231215_glu005_8,19.6217,9.8138,0.250161654
glu005,231215,8,231215_glu005_8,20.1124,10.3045,0.254878252
glu005,231215,8,231215_glu005_8,20.6031,10.7952,0.174585223
glu005,231215,8,231215_glu005_8,21.0938,11.2859,0.244605895
glu005,231215,8,231215_glu005_8,21.5845,11.7766,0.207737807
glu005,231215,8,231215_glu005_8,22.0752,12.2673,0.216396005
glu005,231215,8,231215_glu005_8,22.5659,12.758,0.236078078
glu005,231215,8,231215_glu005_8,23.0566,13.2487,0.262959956
glu005,231215,8,231215_glu005_8,23.5473,13.7394,0.23363806
glu005,231215,8,231215_glu005_8,24.038,14.2301,0.220713868
glu005,231215,8,231215_glu005_8,24.5287,14.7208,0.219757767
glu005,231215,8,231215_glu005_8,25.0194,15.2115,0.236604406
glu005,231215,8,231215_glu005_8,25.5101,15.7022,0.245872545
glu005,231215,8,231215_glu005_8,26.0008,16.1929,0.221167213
glu005,231215,8,231215_glu005_8,26.4914,16.6835,0.284263524
glu005,231215,8,231215_glu005_8,26.9821,17.1742,0.273014472
glu005,231215,8,231215_glu005_8,27.4728,17.6649,0.258709851
glu005,231215,8,231215_glu005_8,27.9635,18.1556,0.253563289
glu005,231215,8,231215_glu005_8,28.4542,18.6463,0.219606511
glu005,231215,8,231215_glu005_8,28.9449,19.137,0.205167598
glu005,231215,8,231215_glu005_8,29.4356,19.6277,0.23396081
glu005,231215,8,231215_glu005_8,29.9263,20.1184,0.238615821
glu005,231215,8,231215_glu005_8,30.417,20.6091,0.231810429
glu005,231215,8,231215_glu005_8,30.9077,21.0998,0.26890767
glu005,231215,8,231215_glu005_8,31.3984,21.5905,0.284660765
glu005,231215,8,231215_glu005_8,31.8891,22.0812,0.232143
glu005,231215,8,231215_glu005_8,32.3798,22.5719,0.258800873
glu005,231215,8,231215_glu005_8,32.8705,23.0626,0.220047692
glu005,231215,8,231215_glu005_8,33.3612,23.5533,0.256564684
glu005,231215,8,231215_glu005_8,33.8519,24.044,0.23937199
glu005,231215,8,231215_glu005_8,34.3426,24.5347,0.253332687
glu005,231215,8,231215_glu005_8,34.8332,25.0253,0.28916279
glu005,231215,8,231215_glu005_8,35.3239,25.516,0.261313826
glu005,231215,8,231215_glu005_8,35.8146,26.0067,0.305761368
glu005,231215,8,231215_glu005_8,36.3053,26.4974,0.307466639
glu005,231215,8,231215_glu005_8,36.796,26.9881,0.298081545
glu005,231215,8,231215_glu005_8,37.2867,27.4788,0.277705365
glu005,231215,8,231215_glu005_8,37.7774,27.9695,0.327641325
glu005,231215,8,231215_glu005_8,38.2681,28.4602,0.226135934
glu005,231215,8,231215_glu005_8,38.7588,28.9509,0.323958794
glu005,231215,8,231215_glu005_8,39.2495,29.4416,0.288036405
glu005,231215,8,231215_glu005_8,39.7402,29.9323,0.281719688
glu005,231215,8,231215_glu005_8,40.2309,30.423,0.311694542
glu005,231215,8,231215_glu005_8,40.7216,30.9137,0.245135288
glu005,231215,8,231215_glu005_8,41.2123,31.4044,0.257933876
glu005,231215,8,231215_glu005_8,41.703,31.8951,0.301920328
glu005,231215,8,231215_glu005_8,42.1937,32.3858,0.294064005
glu005,231215,8,231215_glu005_8,42.6843,32.8764,0.28856983
glu005,231215,8,231215_glu005_8,43.175,33.3671,0.250820384
glu005,231215,8,231215_glu005_8,43.6657,33.8578,0.296155506
glu005,231215,8,231215_glu005_8,44.1564,34.3485,0.299937683
glu005,231215,8,231215_glu005_8,44.6471,34.8392,0.259537308
glu005,231215,8,231215_glu005_8,45.1378,35.3299,0.256820839
glu005,231215,8,231215_glu005_8,45.6285,35.8206,0.317892399
glu005,231215,8,231215_glu005_8,46.1192,36.3113,0.246693423
glu005,231215,8,231215_glu005_8,46.6099,36.802,0.269185969
glu005,231215,8,231215_glu005_8,47.1006,37.2927,0.268321722
glu005,231215,8,231215_glu005_8,47.5913,37.7834,0.284332695
glu005,231215,8,231215_glu005_8,48.082,38.2741,0.345691898
glu005,231215,8,231215_glu005_8,48.5727,38.7648,0.361858219
glu005,231215,8,231215_glu005_8,49.0634,39.2555,0.244337715
glu005,231215,8,231215_glu005_8,49.5541,39.7462,0.340747903
glu005,231215,8,231215_glu005_8,50.0448,40.2369,0.257161835
glu005,231215,8,231215_glu005_8,50.5355,40.7276,0.359534127
glu005,231215,8,231215_glu005_8,51.0261,41.2182,0.286952599
glu005,231215,8,231215_glu005_8,51.5168,41.7089,0.345384014
glu005,231215,8,231215_glu005_8,52.0075,42.1996,0.306154665
glu005,231215,8,231215_glu005_8,52.4982,42.6903,0.332164393
glu005,231215,8,231215_glu005_8,52.9889,43.181,0.364892417
glu005,231215,8,231215_glu005_8,53.4796,43.6717,0.301708117
glu005,231215,8,231215_glu005_8,53.9703,44.1624,0.292775417
glu005,231215,8,231215_glu005_8,54.461,44.6531,0.361949554
glu005,231215,8,231215_glu005_8,54.9517,45.1438,0.301483467
glu005,231215,8,231215_glu005_8,55.4424,45.6345,0.280330291
glu005,231215,8,231215_glu005_8,55.9331,46.1252,0.305762607
glu005,231215,10,231215_glu005_10,9.0905,0,0.094821491
glu005,231215,10,231215_glu005_10,9.4136,0.3231,0.132687866
glu005,231215,10,231215_glu005_10,9.7367,0.6462,0.100107481
glu005,231215,10,231215_glu005_10,10.0598,0.9693,0.144447064
glu005,231215,10,231215_glu005_10,10.3829,1.2924,0.144606834
glu005,231215,10,231215_glu005_10,10.7061,1.6156,0.164803361
glu005,231215,10,231215_glu005_10,11.0292,1.9387,0.162607585
glu005,231215,10,231215_glu005_10,11.3523,2.2618,0.145425804
glu005,231215,10,231215_glu005_10,11.6754,2.5849,0.1701661
glu005,231215,10,231215_glu005_10,11.9985,2.908,0.161868519
glu005,231215,10,231215_glu005_10,12.3216,3.2311,0.141232649
glu005,231215,10,231215_glu005_10,12.6447,3.5542,0.168036223
glu005,231215,10,231215_glu005_10,12.9678,3.8773,0.193960017
glu005,231215,10,231215_glu005_10,13.2909,4.2004,0.172881053
glu005,231215,10,231215_glu005_10,13.614,4.5235,0.154623172
glu005,231215,10,231215_glu005_10,13.9372,4.8467,0.176155751
glu005,231215,10,231215_glu005_10,14.2603,5.1698,0.179816223
glu005,231215,10,231215_glu005_10,14.5834,5.4929,0.160640102
glu005,231215,10,231215_glu005_10,14.9065,5.816,0.206817792
glu005,231215,10,231215_glu005_10,15.2296,6.1391,0.166798366
glu005,231215,10,231215_glu005_10,15.5527,6.4622,0.174118907
glu005,231215,10,231215_glu005_10,15.8758,6.7853,0.200404816
glu005,231215,10,231215_glu005_10,16.1989,7.1084,0.167958598
glu005,231215,10,231215_glu005_10,16.522,7.4315,0.187764508
glu005,231215,10,231215_glu005_10,16.8452,7.7547,0.199580099
glu005,231215,10,231215_glu005_10,17.1683,8.0778,0.221369491
glu005,231215,10,231215_glu005_10,17.4914,8.4009,0.218815216
glu005,231215,10,231215_glu005_10,17.8145,8.724,0.215583586
glu005,231215,10,231215_glu005_10,18.1376,9.0471,0.152993063
glu005,231215,10,231215_glu005_10,18.4607,9.3702,0.211379169
glu005,231215,10,231215_glu005_10,18.7838,9.6933,0.193939533
glu005,231215,10,231215_glu005_10,19.1069,10.0164,0.212292138
glu005,231215,10,231215_glu005_10,19.43,10.3395,0.238257068
glu005,231215,10,231215_glu005_10,19.7531,10.6626,0.235953779
glu005,231215,10,231215_glu005_10,20.0763,10.9858,0.178368374
glu005,231215,10,231215_glu005_10,20.3994,11.3089,0.194320917
glu005,231215,10,231215_glu005_10,20.7225,11.632,0.235490453
glu005,231215,10,231215_glu005_10,21.0456,11.9551,0.203353193
glu005,231215,10,231215_glu005_10,21.3687,12.2782,0.247388082
glu005,231215,10,231215_glu005_10,21.6918,12.6013,0.216524715
glu005,231215,10,231215_glu005_10,22.0149,12.9244,0.186295989
glu005,231215,10,231215_glu005_10,22.338,13.2475,0.187134681
glu005,231215,10,231215_glu005_10,22.6611,13.5706,0.164777408
glu005,231215,10,231215_glu005_10,22.9843,13.8938,0.187471897
glu005,231215,10,231215_glu005_10,23.3074,14.2169,0.27153441
glu005,231215,10,231215_glu005_10,23.6305,14.54,0.152411785
glu005,231215,10,231215_glu005_10,23.9536,14.8631,0.194873336
glu005,231215,10,231215_glu005_10,24.2767,15.1862,0.198301502
glu005,231215,10,231215_glu005_10,24.5998,15.5093,0.237886896
glu005,231215,10,231215_glu005_10,24.9229,15.8324,0.242766956
glu005,231215,10,231215_glu005_10,25.246,16.1555,0.192289799
glu005,231215,10,231215_glu005_10,25.5691,16.4786,0.252218999
glu005,231215,10,231215_glu005_10,25.8922,16.8017,0.232059993
glu005,231215,10,231215_glu005_10,26.2154,17.1249,0.222519271
glu005,231215,10,231215_glu005_10,26.5385,17.448,0.223979675
glu005,231215,10,231215_glu005_10,26.8616,17.7711,0.207458521
glu005,231215,10,231215_glu005_10,27.1847,18.0942,0.215036457
glu005,231215,10,231215_glu005_10,27.5078,18.4173,0.218359763
glu005,231215,10,231215_glu005_10,27.8309,18.7404,0.22123019
glu005,231215,10,231215_glu005_10,28.154,19.0635,0.199113257
glu005,231215,10,231215_glu005_10,28.4771,19.3866,0.233104528
glu005,231215,10,231215_glu005_10,28.8002,19.7097,0.193957614
glu005,231215,10,231215_glu005_10,29.1234,20.0329,0.215667307
glu005,231215,10,231215_glu005_10,29.4465,20.356,0.206020289
glu005,231215,10,231215_glu005_10,29.7696,20.6791,0.254088955
glu005,231215,10,231215_glu005_10,30.0927,21.0022,0.211301751
glu005,231215,10,231215_glu005_10,30.4158,21.3253,0.258448888
glu005,231215,10,231215_glu005_10,30.7389,21.6484,0.203274172
glu005,231215,10,231215_glu005_10,31.062,21.9715,0.224352424
glu005,231215,10,231215_glu005_10,31.3851,22.2946,0.260351098
glu005,231215,10,231215_glu005_10,31.7082,22.6177,0.222367723
glu005,231215,10,231215_glu005_10,32.0313,22.9408,0.265470148
glu005,231215,10,231215_glu005_10,32.3545,23.264,0.257050918
glu005,231215,10,231215_glu005_10,32.6776,23.5871,0.215558188
glu005,231215,10,231215_glu005_10,33.0007,23.9102,0.209783795
glu005,231215,10,231215_glu005_10,33.3238,24.2333,0.224224827
glu005,231215,10,231215_glu005_10,33.6469,24.5564,0.232592176
glu005,231215,10,231215_glu005_10,33.97,24.8795,0.262303968
glu005,231215,10,231215_glu005_10,34.2931,25.2026,0.305509827
glu005,231215,10,231215_glu005_10,34.6162,25.5257,0.233203041
glu005,231215,10,231215_glu005_10,34.9393,25.8488,0.226164202
glu005,231215,10,231215_glu005_10,35.2625,26.172,0.230460177
glu005,231215,10,231215_glu005_10,35.5856,26.4951,0.228897695
glu005,231215,10,231215_glu005_10,35.9087,26.8182,0.204935129
glu005,231215,10,231215_glu005_10,36.2318,27.1413,0.268181454
glu005,231215,10,231215_glu005_10,36.5549,27.4644,0.260462328
glu005,231215,10,231215_glu005_10,36.878,27.7875,0.242521641
glu005,231215,10,231215_glu005_10,37.2011,28.1106,0.246893348
glu005,231215,10,231215_glu005_10,37.5242,28.4337,0.225902516
glu005,231215,10,231215_glu005_10,37.8473,28.7568,0.262513072
glu005,231215,10,231215_glu005_10,38.1704,29.0799,0.265062798
glu005,231215,10,231215_glu005_10,38.4936,29.4031,0.249413151
glu005,231215,10,231215_glu005_10,38.8167,29.7262,0.238484044
glu005,231215,10,231215_glu005_10,39.1398,30.0493,0.289704072
glu005,231215,10,231215_glu005_10,39.4629,30.3724,0.275392715
glu005,231215,11,231215_glu005_11,5.1432,0,0.130996843
glu005,231215,11,231215_glu005_11,5.6653,0.5221,0.131297094
glu005,231215,11,231215_glu005_11,6.1873,1.0441,0.126579461
glu005,231215,11,231215_glu005_11,6.7094,1.5662,0.117037944
glu005,231215,11,231215_glu005_11,7.2314,2.0882,0.190771205
glu005,231215,11,231215_glu005_11,7.7534,2.6102,0.210913048
glu005,231215,11,231215_glu005_11,8.2755,3.1323,0.197292983
glu005,231215,11,231215_glu005_11,8.7975,3.6543,0.265836753
glu005,231215,11,231215_glu005_11,9.3196,4.1764,0.239033738
glu005,231215,11,231215_glu005_11,9.8416,4.6984,0.202168231
glu005,231215,11,231215_glu005_11,10.3637,5.2205,0.231575284
glu005,231215,11,231215_glu005_11,10.8857,5.7425,0.280250108
glu005,231215,11,231215_glu005_11,11.4077,6.2645,0.262662224
glu005,231215,11,231215_glu005_11,11.9298,6.7866,0.289455194
glu005,231215,11,231215_glu005_11,12.4518,7.3086,0.206152587
glu005,231215,11,231215_glu005_11,12.9739,7.8307,0.236604837
glu005,231215,11,231215_glu005_11,13.4959,8.3527,0.258518165
glu005,231215,11,231215_glu005_11,14.0179,8.8747,0.303542869
glu005,231215,11,231215_glu005_11,14.54,9.3968,0.20820118
glu005,231215,11,231215_glu005_11,15.062,9.9188,0.223673825
glu005,231215,11,231215_glu005_11,15.5841,10.4409,0.282412265
glu005,231215,11,231215_glu005_11,16.1061,10.9629,0.242631762
glu005,231215,11,231215_glu005_11,16.6281,11.4849,0.232796533
glu005,231215,11,231215_glu005_11,17.1502,12.007,0.230776678
glu005,231215,11,231215_glu005_11,17.6722,12.529,0.266437033
glu005,231215,11,231215_glu005_11,18.1943,13.0511,0.230487868
glu005,231215,11,231215_glu005_11,18.7163,13.5731,0.307124836
glu005,231215,11,231215_glu005_11,19.2383,14.0951,0.326834222
glu005,231215,11,231215_glu005_11,19.7604,14.6172,0.283770028
glu005,231215,11,231215_glu005_11,20.2824,15.1392,0.312173045
glu005,231215,11,231215_glu005_11,20.8045,15.6613,0.269296444
glu005,231215,11,231215_glu005_11,21.3265,16.1833,0.384244604
glu005,231215,11,231215_glu005_11,21.8485,16.7053,0.353473556
glu005,231215,11,231215_glu005_11,22.3706,17.2274,0.276008109
glu005,231215,11,231215_glu005_11,22.8926,17.7494,0.327879374
glu005,231215,11,231215_glu005_11,23.4147,18.2715,0.288269718
glu005,231215,11,231215_glu005_11,23.9367,18.7935,0.241219977
glu005,231215,11,231215_glu005_11,24.4587,19.3155,0.245510689
glu005,231215,11,231215_glu005_11,24.9808,19.8376,0.228542258
glu005,231215,11,231215_glu005_11,25.5028,20.3596,0.337022601
glu005,231215,11,231215_glu005_11,26.0249,20.8817,0.279465299
glu005,231215,11,231215_glu005_11,26.5469,21.4037,0.319453154
glu005,231215,11,231215_glu005_11,27.0689,21.9257,0.303273492
glu005,231215,11,231215_glu005_11,27.591,22.4478,0.328853173
glu005,231215,11,231215_glu005_11,28.113,22.9698,0.255905686
glu005,231215,11,231215_glu005_11,28.6351,23.4919,0.338547464
glu005,231215,11,231215_glu005_11,29.1571,24.0139,0.308590128
glu005,231215,11,231215_glu005_11,29.6792,24.536,0.274591847
glu005,231215,11,231215_glu005_11,30.2012,25.058,0.315516933
glu005,231215,11,231215_glu005_11,30.7232,25.58,0.359273883
glu005,231215,11,231215_glu005_11,31.2453,26.1021,0.305014795
glu005,231215,11,231215_glu005_11,31.7673,26.6241,0.281402624
glu005,231215,11,231215_glu005_11,32.2894,27.1462,0.337743517
glu005,231215,11,231215_glu005_11,32.8114,27.6682,0.298494114
glu005,231215,11,231215_glu005_11,33.3334,28.1902,0.26355563
glu005,231215,11,231215_glu005_11,33.8555,28.7123,0.314712245
glu005,231215,11,231215_glu005_11,34.3775,29.2343,0.326540595
glu005,231215,11,231215_glu005_11,34.8996,29.7564,0.367110547
glu005,231215,11,231215_glu005_11,35.4216,30.2784,0.275143212
glu005,231215,11,231215_glu005_11,35.9436,30.8004,0.273075213
glu005,231215,11,231215_glu005_11,36.4657,31.3225,0.296555345
glu005,231215,11,231215_glu005_11,36.9877,31.8445,0.320815912
glu005,231215,11,231215_glu005_11,37.5098,32.3666,0.238286774
glu005,231215,11,231215_glu005_11,38.0318,32.8886,0.29545038
glu005,231215,11,231215_glu005_11,38.5538,33.4106,0.312223387
glu005,231215,11,231215_glu005_11,39.0759,33.9327,0.253067902
glu005,231215,11,231215_glu005_11,39.5979,34.4547,0.280587774
glu005,231215,11,231215_glu005_11,40.12,34.9768,0.351432316
glu005,231215,11,231215_glu005_11,40.642,35.4988,0.268705122
glu005,231215,11,231215_glu005_11,41.164,36.0208,0.337853271
glu005,231215,11,231215_glu005_11,41.6861,36.5429,0.360214996
glu005,231215,11,231215_glu005_11,42.2081,37.0649,0.234717847
glu005,231215,11,231215_glu005_11,42.7302,37.587,0.298816868
glu005,231215,11,231215_glu005_11,43.2522,38.109,0.238362851
glu005,231215,11,231215_glu005_11,43.7742,38.631,0.347329736
glu005,231215,11,231215_glu005_11,44.2963,39.1531,0.36167406
glu005,231215,11,231215_glu005_11,44.8183,39.6751,0.39523841
glu005,231215,11,231215_glu005_11,45.3404,40.1972,0.381880902
glu005,231215,11,231215_glu005_11,45.8624,40.7192,0.320414398
glu005,231215,11,231215_glu005_11,46.3844,41.2412,0.330725289
glu005,231215,11,231215_glu005_11,46.9065,41.7633,0.366211106
glu005,231215,11,231215_glu005_11,47.4285,42.2853,0.347268579
glu005,231215,11,231215_glu005_11,47.9506,42.8074,0.284665901
glu005,231215,11,231215_glu005_11,48.4726,43.3294,0.254116937
glu005,231215,11,231215_glu005_11,48.9947,43.8515,0.343145046
glu005,231215,11,231215_glu005_11,49.5167,44.3735,0.276040767
glu005,231215,11,231215_glu005_11,50.0387,44.8955,0.245608643
glu005,231215,11,231215_glu005_11,50.5608,45.4176,0.369207802
glu005,231215,11,231215_glu005_11,51.0828,45.9396,0.297053443
glu005,231215,11,231215_glu005_11,51.6049,46.4617,0.303155029
glu005,231215,11,231215_glu005_11,52.1269,46.9837,0.321629874
glu005,231215,11,231215_glu005_11,52.6489,47.5057,0.342625304
glu005,231215,11,231215_glu005_11,53.171,48.0278,0.363582854
glu005,231215,11,231215_glu005_11,53.693,48.5498,0.272035559
glu005,231215,11,231215_glu005_11,54.2151,49.0719,0.303792993
glu005,231205,2,231205_glu005_2,11.5138,0,0.138066195
glu005,231205,2,231205_glu005_2,11.9117,0.3979,0.129631358
glu005,231205,2,231205_glu005_2,12.3095,0.7957,0.159307271
glu005,231205,2,231205_glu005_2,12.7074,1.1936,0.187213794
glu005,231205,2,231205_glu005_2,13.1053,1.5915,0.214527534
glu005,231205,2,231205_glu005_2,13.5031,1.9893,0.16964309
glu005,231205,2,231205_glu005_2,13.901,2.3872,0.129248152
glu005,231205,2,231205_glu005_2,14.2988,2.785,0.267668055
glu005,231205,2,231205_glu005_2,14.6967,3.1829,0.247323259
glu005,231205,2,231205_glu005_2,15.0946,3.5808,0.230754951
glu005,231205,2,231205_glu005_2,15.4924,3.9786,0.195960444
glu005,231205,2,231205_glu005_2,15.8903,4.3765,0.204612703
glu005,231205,2,231205_glu005_2,16.2881,4.7743,0.247464232
glu005,231205,2,231205_glu005_2,16.686,5.1722,0.23944145
glu005,231205,2,231205_glu005_2,17.0839,5.5701,0.227349902
glu005,231205,2,231205_glu005_2,17.4817,5.9679,0.264935453
glu005,231205,2,231205_glu005_2,17.8796,6.3658,0.26995786
glu005,231205,2,231205_glu005_2,18.2774,6.7636,0.273337692
glu005,231205,2,231205_glu005_2,18.6753,7.1615,0.234961966
glu005,231205,2,231205_glu005_2,19.0732,7.5594,0.256944416
glu005,231205,2,231205_glu005_2,19.471,7.9572,0.260726129
glu005,231205,2,231205_glu005_2,19.8689,8.3551,0.25786976
glu005,231205,2,231205_glu005_2,20.2667,8.7529,0.223826183
glu005,231205,2,231205_glu005_2,20.6646,9.1508,0.277790013
glu005,231205,2,231205_glu005_2,21.0625,9.5487,0.288429618
glu005,231205,2,231205_glu005_2,21.4603,9.9465,0.236984493
glu005,231205,2,231205_glu005_2,21.8582,10.3444,0.243355458
glu005,231205,2,231205_glu005_2,22.256,10.7422,0.271804666
glu005,231205,2,231205_glu005_2,22.6539,11.1401,0.245171733
glu005,231205,2,231205_glu005_2,23.0518,11.538,0.235131722
glu005,231205,2,231205_glu005_2,23.4496,11.9358,0.241138026
glu005,231205,2,231205_glu005_2,23.8475,12.3337,0.357095544
glu005,231205,2,231205_glu005_2,24.2453,12.7315,0.294774317
glu005,231205,2,231205_glu005_2,24.6432,13.1294,0.23065005
glu005,231205,2,231205_glu005_2,25.0411,13.5273,0.227045736
glu005,231205,2,231205_glu005_2,25.4389,13.9251,0.307489021
glu005,231205,2,231205_glu005_2,25.8368,14.323,0.272509723
glu005,231205,2,231205_glu005_2,26.2346,14.7208,0.247195259
glu005,231205,2,231205_glu005_2,26.6325,15.1187,0.258536098
glu005,231205,2,231205_glu005_2,27.0304,15.5166,0.248888849
glu005,231205,2,231205_glu005_2,27.4282,15.9144,0.309759411
glu005,231205,2,231205_glu005_2,27.8261,16.3123,0.295642554
glu005,231205,2,231205_glu005_2,28.2239,16.7101,0.304407457
glu005,231205,2,231205_glu005_2,28.6218,17.108,0.233079207
glu005,231205,2,231205_glu005_2,29.0197,17.5059,0.296951169
glu005,231205,2,231205_glu005_2,29.4175,17.9037,0.337891058
glu005,231205,2,231205_glu005_2,29.8154,18.3016,0.302434493
glu005,231205,2,231205_glu005_2,30.2132,18.6994,0.325890695
glu005,231205,2,231205_glu005_2,30.6111,19.0973,0.271307273
glu005,231205,2,231205_glu005_2,31.009,19.4952,0.281599744
glu005,231205,2,231205_glu005_2,31.4068,19.893,0.257068033
glu005,231205,2,231205_glu005_2,31.8047,20.2909,0.311279137
glu005,231205,2,231205_glu005_2,32.2025,20.6887,0.353799947
glu005,231205,2,231205_glu005_2,32.6004,21.0866,0.302744436
glu005,231205,2,231205_glu005_2,32.9983,21.4845,0.272779826
glu005,231205,2,231205_glu005_2,33.3961,21.8823,0.209770655
glu005,231205,2,231205_glu005_2,33.794,22.2802,0.285956887
glu005,231205,2,231205_glu005_2,34.1918,22.678,0.341476629
glu005,231205,2,231205_glu005_2,34.5897,23.0759,0.254906143
glu005,231205,2,231205_glu005_2,34.9876,23.4738,0.315615277
glu005,231205,2,231205_glu005_2,35.3854,23.8716,0.25303926
