ID,TIME,popPred_medianCOV,popPred,indivPred_mean,indivPred_mode
231215_glu005_5,0.0148272658323482,0.152074,0.152074,0.155524,0.155113
231215_glu005_5,0.0203848388441733,0.152133,0.152133,0.155624,0.155211
231215_glu005_5,0.0280255078314129,0.152215,0.152215,0.155762,0.155346
231215_glu005_5,0.0385300612485877,0.152327,0.152327,0.155952,0.155532
231215_glu005_5,0.0529719435861896,0.152481,0.152481,0.156212,0.155786
231215_glu005_5,0.0728269490462154,0.152693,0.152693,0.156569,0.156136
231215_glu005_5,0.1001240307286517,0.152984,0.152984,0.157059,0.156616
231215_glu005_5,0.1376526362925121,0.153382,0.153382,0.157731,0.157273
231215_glu005_5,0.1892477574103131,0.153929,0.153929,0.15865,0.158174
231215_glu005_5,0.2601818217903679,0.154677,0.154677,0.159908,0.159405
231215_glu005_5,0.3390832000000002,0.155506,0.155506,0.161298,0.160766
231215_glu005_5,0.3577034746223404,0.155701,0.155701,0.161624,0.161086
231215_glu005_5,0.4509,0.156673,0.156673,0.163251,0.162679
231215_glu005_5,0.4917783067104045,0.157097,0.157097,0.16396,0.163374
231215_glu005_5,0.6761072231861628,0.158998,0.158998,0.167125,0.166476
231215_glu005_5,0.6781664000000002,0.159019,0.159019,0.16716,0.16651
231215_glu005_5,0.901899999999999,0.161297,0.161297,0.170933,0.170208
231215_glu005_5,0.929526518366111,0.161575,0.161575,0.171394,0.170659
231215_glu005_5,1.0172496,0.162458,0.162458,0.172849,0.172086
231215_glu005_5,1.27793272829437,0.165051,0.165051,0.177107,0.176262
231215_glu005_5,1.3528,0.165788,0.165788,0.178312,0.177444
231215_glu005_5,1.3563328,0.165823,0.165823,0.178368,0.1775
231215_glu005_5,1.695416,0.169116,0.169116,0.183724,0.182756
231215_glu005_5,1.75692895875259,0.169705,0.169705,0.184678,0.183693
231215_glu005_5,1.8037,0.170152,0.170152,0.1854,0.184402
231215_glu005_5,2.0344992,0.172338,0.172338,0.18892,0.187859
231215_glu005_5,2.2546,0.174393,0.174393,0.19221,0.191091
231215_glu005_5,2.3735824,0.175492,0.175492,0.193962,0.192813
231215_glu005_5,2.41546311301015,0.175876,0.175876,0.194574,0.193414
231215_glu005_5,2.7055,0.178513,0.178513,0.198752,0.197522
231215_glu005_5,2.7126656,0.178578,0.178578,0.198854,0.197622
231215_glu005_5,3.0517488,0.181597,0.181597,0.2036,0.202292
231215_glu005_5,3.1564,0.182516,0.182516,0.205037,0.203705
231215_glu005_5,3.32082980432806,0.183948,0.183948,0.207266,0.2059
231215_glu005_5,3.390832,0.184553,0.184553,0.208206,0.206825
231215_glu005_5,3.6073,0.186406,0.186406,0.211074,0.20965
231215_glu005_5,3.7299152,0.187445,0.187445,0.212675,0.211227
231215_glu005_5,4.0582,0.190186,0.190186,0.216875,0.215365
231215_glu005_5,4.0689984,0.190275,0.190275,0.217011,0.2155
231215_glu005_5,4.4080816,0.193045,0.193045,0.221218,0.219648
231215_glu005_5,4.5091,0.193858,0.193858,0.222447,0.220861
231215_glu005_5,4.56554709112096,0.194311,0.194311,0.223129,0.221533
231215_glu005_5,4.7471648,0.195755,0.195755,0.2253,0.223676
231215_glu005_5,4.96,0.197427,0.197427,0.2278,0.226144
231215_glu005_5,5.086248,0.198408,0.198408,0.229261,0.227586
231215_glu005_5,5.4109,0.200894,0.200894,0.232943,0.231223
231215_glu005_5,5.4253312,0.201003,0.201003,0.233104,0.231382
231215_glu005_5,5.7644144,0.203543,0.203543,0.236833,0.235068
231215_glu005_5,5.8618,0.204263,0.204263,0.237884,0.236107
