"carbonsource","cell_area_cyto","cell_area_nucleus","cellno","experiment","measurement_count","ID","time","measured_nuc_area","measured_cyto_area","BG_area","REF_area","ROI_nuc","ROI_cyto","BG","REF","REF_BG","logref","MID","a","r","y_start",".fitted",".resid","recovery_time","ROI_nuc_BG","ROI_cyto_BG","frap_norm","normREF","fullnormREF","normint","bleach_corrected_nucleus","bleach_corrected_nucleus_zeroes","fraptest","reftest","bleach_corrected_nucleus_test","normint_cyto","normint_nuc_zero","bleach_depth_nuc","bleached_volume","gap_ratio_nuc","corr_normint_nuc","tag"
"glu005",14.377,13.117,9,231205,23,"231205-glu005-9-23",19.295,1.9985,2.6743,11.671,29.504,2.498,2.128,1.052,5.138,4.086,1.62649166699993,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,4.0050054553236,0.0809945446764031,5.7798,1.446,1.076,0.0668020364321239,6.4345619923044,0.82134257388175,0.224723920871286,1.90266679883496,0.0756269351203797,0.163570959933033,0.727875160324925,0.186116989859083,0.310823271076399,0.114975184120094,0.886201669645483,0.22853930014485,8.61166069985515,0.0260953059698539,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,24,"231205-glu005-9-24",19.635,1.9985,2.6743,11.671,29.504,2.393,2.334,1.057,5.169,4.112,1.63159071707523,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.97601042342051,0.135989576579494,6.1198,1.336,1.277,0.0513522262440775,6.47550634174149,0.826568933872187,0.206315912531514,1.76339967468506,0.0593502782283735,0.151127802538404,0.732506769274619,0.172505941249518,0.366553532216524,0.0940634010087492,0.886201669645483,0.22853930014485,8.61166069985515,0.0239577382019921,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,25,"231205-glu005-9-25",19.975,1.9985,2.6743,11.671,29.504,2.582,2.321,1.044,5.132,4.088,1.62688482603782,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.94729764831364,0.140702351686359,6.4598,1.538,1.277,0.0791618845825608,6.43771155764572,0.821744601573322,0.23890477015445,2.0363409035359,0.0912499154241987,0.17397796429945,0.72823143793644,0.199220399427829,0.36870550990077,0.131084848950237,0.886201669645483,0.22853930014485,8.61166069985515,0.0277420091758224,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,26,"231205-glu005-9-26",20.315,1.9985,2.6743,11.671,29.504,2.24,2.688,1.013,5.027,4.014,1.6122339997361,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.91886438232887,0.0951356176711293,6.7998,1.227,1.675,0.028839645684353,6.3211776400171,0.806869576985155,0.194109400158652,1.62962832053158,0.0437159320262388,0.138797764756454,0.715049166310389,0.159441696165906,0.492534958595295,0.0801966135445271,0.886201669645483,0.22853930014485,8.61166069985515,0.0225402981984551,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,27,"231205-glu005-9-27",20.655,1.9985,2.6743,11.671,29.504,2.153,2.234,1.016,5.047,4.031,1.61561877150918,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.89070790453974,0.140292095460256,7.1398,1.137,1.218,0.0160383743856861,6.34794894541827,0.810286812363518,0.179112971729341,1.51479658261137,0.03029512787128,0.128616999615393,0.718077526008266,0.148216884364635,0.356643331255937,0.0631604381490068,0.886201669645483,0.22853930014485,8.61166069985515,0.0207988886199793,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,28,"231205-glu005-9-28",20.995,1.9985,2.6743,11.671,29.504,2.356,2.427,1.022,5.027,4.005,1.61043741276718,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.8628255205071,0.142174479492898,7.4798,1.334,1.405,0.0459080074159089,6.30700459598119,0.805060452373081,0.211510865371816,1.78278730486517,0.0616161813000209,0.150901563313047,0.713445917058572,0.174450780464998,0.414069671111279,0.0999649480454994,0.886201669645483,0.22853930014485,8.61166069985515,0.0245609845468451,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,29,"231205-glu005-9-29",21.3349,1.9985,2.6743,11.671,29.504,2.484,2.204,1.021,4.895,3.874,1.58391495520301,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.83522264324716,0.0387773567528384,7.8197,1.463,1.183,0.0647420617403843,6.10070806612512,0.77872763857511,0.239808229494454,1.96127044395405,0.0824761569309606,0.165493993348567,0.690109733504347,0.191929123288456,0.360433165312908,0.132111192779474,0.886201669645483,0.22853930014485,8.61166069985515,0.0278469203388944,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,30,"231205-glu005-9-30",21.6749,1.9985,2.6743,11.671,29.504,2.873,2.087,1.011,4.951,3.94,1.59736533119983,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.80788038940449,0.132119610595506,8.1597,1.862,1.076,0.12197992996086,6.20464372238848,0.791994552396988,0.300097811141237,2.50393289352569,0.145899097224796,0.210628718807267,0.701866894684338,0.245050787248247,0.322341087720347,0.200601093044636,0.886201669645483,0.22853930014485,8.61166069985515,0.0348478442893465,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,31,"231205-glu005-9-31",22.0149,1.9985,2.6743,11.671,29.504,2.473,2.207,1.006,4.725,3.719,1.55159691274425,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.7808043031245,-0.0618043031244975,8.4997,1.467,1.201,0.0631235101968747,5.85661675217329,0.747570492478274,0.250485913980221,1.97889601470085,0.0845361216880605,0.165946471799281,0.662498218611942,0.193680729095997,0.381168011604085,0.144241208041109,0.886201669645483,0.22853930014485,8.61166069985515,0.0290868303699464,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,32,"231205-glu005-9-32",22.3549,1.9985,2.6743,11.671,29.504,2.28,2.424,1.017,4.799,3.782,1.56485886903613,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.75399179335627,0.0280082066437299,8.8397,1.263,1.407,0.0347252876607516,5.95582806042468,0.760234364762794,0.212061192362551,1.70901573714016,0.05299422903688,0.142870070812878,0.673720963374662,0.167278266811868,0.439108850341954,0.100590128046408,0.886201669645483,0.22853930014485,8.61166069985515,0.0246248894090914,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,33,"231205-glu005-9-33",22.6949,1.9985,2.6743,11.671,29.504,2.513,2.516,1.032,4.77,3.738,1.55561510573659,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.72744029427192,0.0105597057280828,9.1797,1.481,1.484,0.0690091521732733,5.88653762291578,0.751389755548209,0.251591019181564,2.01023866092177,0.0881992511002563,0.167530146376779,0.665882855921334,0.196775534196677,0.468591300403512,0.14549662469777,0.886201669645483,0.22853930014485,8.61166069985515,0.0292151569773058,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,34,"231205-glu005-9-34",23.0349,1.9985,2.6743,11.671,29.504,2.455,2.427,1.035,4.883,3.848,1.57856624876701,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.701147265021,0.146852734978999,9.5197,1.42,1.392,0.0604749713074954,6.05976371668804,0.773501278584673,0.234332569121375,1.9334402624659,0.0792235420867178,0.160629850003394,0.685478124554653,0.18927107900492,0.426976319659247,0.125890757629746,0.886201669645483,0.22853930014485,8.61166069985515,0.0272110777803074,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,35,"231205-glu005-9-35",23.3749,1.9985,2.6743,11.671,29.504,2.451,2.296,1.037,4.674,3.637,1.53406760540932,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.6751101894874,-0.0381101894874032,9.8597,1.414,1.259,0.0598864071098555,5.72748457317942,0.731087357123819,0.246879757061496,1.93126413124768,0.0789692096919972,0.159951132327323,0.647890836539832,0.189071119243371,0.408584649915028,0.140144557824642,0.886201669645483,0.22853930014485,8.61166069985515,0.0286680775829508,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,36,"231205-glu005-9-36",23.7149,1.9985,2.6743,11.671,29.504,2.756,2.728,1.04,4.542,3.502,1.50452174248454,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.64932657604855,-0.147326576048546,10.1997,1.716,1.688,0.104764427179895,5.51488891264073,0.703950487942704,0.311157672834849,2.35103665289647,0.12802955576632,0.194113255356214,0.623842097762577,0.230182838464554,0.568926178913023,0.213165267544632,0.886201669645483,0.22853930014485,8.61166069985515,0.0361321333572841,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,37,"231205-glu005-9-37",24.0549,1.9985,2.6743,11.671,29.504,2.407,2.527,1.057,4.768,3.711,1.5499001997179,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.62379395733695,0.0872060426630532,10.5397,1.35,1.47,0.0534122009358171,5.84401849080804,0.745962381711986,0.231005429247596,1.8553495195702,0.0700967920635963,0.152711477115902,0.661073108165883,0.181664178059885,0.467547778647301,0.12211107510585,0.886201669645483,0.22853930014485,8.61166069985515,0.0268247249048586,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,38,"231205-glu005-9-38",24.3948,1.9985,2.6743,11.671,29.504,2.367,2.239,1.018,4.582,3.564,1.51819943199983,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.59851729019126,-0.034517290191264,10.8796,1.349,1.221,0.0475265589594185,5.61252543822146,0.716413346381438,0.240355258047165,1.85974487916492,0.0706104937751596,0.152598357503224,0.634886703719538,0.182107128170513,0.404368750584057,0.132732625703606,0.886201669645483,0.22853930014485,8.61166069985515,0.0279104421811705,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,39,"231205-glu005-9-39",24.7348,1.9985,2.6743,11.671,29.504,2.702,2.152,1.042,4.478,3.436,1.48975306948812,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.57347928263555,-0.13747928263555,11.2196,1.66,1.11,0.0968188105117565,5.41095325637737,0.690683574120825,0.306785130336049,2.29561662449479,0.121552414856391,0.187778557046221,0.612084936582585,0.224803441749181,0.381302314287644,0.208197991417183,0.886201669645483,0.22853930014485,8.61166069985515,0.0356243866344164,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,40,"231205-glu005-9-40",25.0748,1.9985,2.6743,11.671,29.504,2.356,2.682,1.04,4.449,3.409,1.4836479063758,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.54868501158684,-0.13968501158684,11.5596,1.316,1.642,0.0459080074159089,5.36843412426963,0.685256200284602,0.245136658015533,1.82556379310668,0.0666156255436065,0.148865410284835,0.607275188827134,0.178784814940883,0.568520028490359,0.138164370260732,0.886201669645483,0.22853930014485,8.61166069985515,0.0284656660961638,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,41,"231205-glu005-9-41",25.4148,1.9985,2.6743,11.671,29.504,2.698,2.285,1.07,4.396,3.326,1.46464332753087,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.52413210435295,-0.19813210435295,11.8996,1.628,1.215,0.0962302463141167,5.2377271626051,0.668572051084361,0.310821841126653,2.26540250405797,0.118021180369819,0.18415872944051,0.592489667949266,0.221875328099387,0.431175078022786,0.212783757513016,0.886201669645483,0.22853930014485,8.61166069985515,0.036093136034944,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,42,"231205-glu005-9-42",25.7548,1.9985,2.6743,11.671,29.504,2.662,2.476,1.061,4.417,3.356,1.47155420507071,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.49981821133905,-0.143818211339046,12.2396,1.601,1.415,0.090933168535358,5.28497064272481,0.674602466457942,0.302934511510278,2.23476653270014,0.114440642627055,0.181104499898192,0.597833832121989,0.218889946961986,0.497661569953417,0.203823628680992,0.886201669645483,0.22853930014485,8.61166069985515,0.035177246534501,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,43,"231205-glu005-9-43",26.0948,1.9985,2.6743,11.671,29.504,2.858,2.538,0.991,4.31,3.319,1.46302389397856,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.47574100582281,-0.156741005822809,12.5796,1.867,1.547,0.119772814219711,5.2267036839105,0.667164954163859,0.357204102797569,2.61417704100157,0.158783732947476,0.211194316870659,0.591242696308964,0.256069983858188,0.550151978148596,0.265474726485482,0.886201669645483,0.22853930014485,8.61166069985515,0.041479119445983,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,44,"231205-glu005-9-44",26.4348,1.9985,2.6743,11.671,29.504,2.724,2.397,1.009,4.439,3.43,1.48839958405704,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.45189818373176,-0.0218981837317638,12.9196,1.715,1.388,0.100055913598776,5.40150456035343,0.689477491046109,0.317504128865863,2.40882169419656,0.134783104362036,0.194000135743535,0.61101610374804,0.235970847634706,0.477633702525826,0.220374940073925,0.886201669645483,0.22853930014485,8.61166069985515,0.0368690941192334,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,45,"231205-glu005-9-45",26.7748,1.9985,2.6743,11.671,29.504,2.48,2.359,1.02,4.282,3.262,1.44973853367643,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.42828746342281,-0.166287463422807,13.2596,1.46,1.339,0.0641534975427445,5.13694107168306,0.655707164954055,0.284215835772017,2.057042366824,0.0936693709644755,0.165154634510531,0.581088784380789,0.201524084102519,0.48450274047974,0.182558922584332,0.886201669645483,0.22853930014485,8.61166069985515,0.0330036035647337,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,46,"231205-glu005-9-46",27.1148,1.9985,2.6743,11.671,29.504,2.375,2.312,1.008,4.409,3.401,1.48183178782895,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.40490658546385,-0.00390658546385048,13.5996,1.367,1.304,0.0487036873546982,5.35583586290438,0.683648089518314,0.255235603739861,1.93200722666754,0.0790560579647751,0.154634510531436,0.605850078381075,0.189287740369739,0.45255417629357,0.149636929309074,0.886201669645483,0.22853930014485,8.61166069985515,0.0296383720441,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,47,"231205-glu005-9-47",27.4548,1.9985,2.6743,11.671,29.504,2.582,2.318,1.012,4.289,3.277,1.45325182924477,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.38175331241761,-0.104753312417615,13.9396,1.57,1.306,0.0791618845825608,5.16056281174291,0.658722372640845,0.304230382862011,2.2258184380598,0.113394846160826,0.17759779190516,0.583760866467151,0.218088867229769,0.470398960258478,0.205295758644617,0.886201669645483,0.22853930014485,8.61166069985515,0.0353277252164763,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,48,"231205-glu005-9-48",27.7947,1.9985,2.6743,11.671,29.504,2.662,2.356,1.006,4.361,3.355,1.47132461030447,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.35883213920255,-0.0038321392025491,14.2795,1.656,1.35,0.090933168535358,5.28339586005415,0.674401452612156,0.313434776394557,2.3550485787024,0.128498444172093,0.187326078595507,0.597655693316232,0.230766967462267,0.474942311476663,0.215752092522313,0.886201669645483,0.22853930014485,8.61166069985515,0.0363965543138304,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,49,"231205-glu005-9-49",28.1347,1.9985,2.6743,11.671,29.504,2.029,2.016,1.019,4.384,3.365,1.47361818929157,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.33612738525548,0.0288726147445191,14.6195,1.01,0.997,-0.00220711574114948,5.29914368676072,0.676411591070017,0.190596832186937,1.44082343129451,0.0216496157983156,0.114250808805231,0.599437081373806,0.141193452017091,0.349711333584105,0.0762062818240851,0.886201669645483,0.22853930014485,8.61166069985515,0.0221324131116943,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,50,"231205-glu005-9-50",28.4747,1.9985,2.6743,11.671,29.504,2.436,2.595,1.029,4.482,3.453,1.49357802633957,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.31364365438332,0.139356345616682,14.9595,1.407,1.566,0.057679291368706,5.43772456177854,0.694100809499188,0.258747934731693,2.01341517467192,0.0885705018512108,0.159159295038574,0.615113296280462,0.197318203188731,0.53529698459452,0.153626991816692,0.886201669645483,0.22853930014485,8.61166069985515,0.0300462296123726,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,51,"231205-glu005-9-51",28.8147,1.9985,2.6743,11.671,29.504,2.444,2.454,1.029,4.274,3.245,1.44574181976331,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.29137879500143,-0.0463787950014281,15.2995,1.415,1.425,0.0588564197639857,5.11016976628189,0.652289929575692,0.276898824249735,2.03116652829052,0.0906451673114353,0.160064251940001,0.578060424682913,0.199071627273191,0.518322164784795,0.174246683956834,0.886201669645483,0.22853930014485,8.61166069985515,0.0321539403258645,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,52,"231205-glu005-9-52",29.1547,1.9985,2.6743,11.671,29.504,2.6,2.342,1.001,4.217,3.216,1.43888681123906,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.26933067647013,-0.0533306764701273,15.6395,1.599,1.341,0.0818104234719402,5.06450106883283,0.646460528047897,0.315727053517733,2.30243514753825,0.122349320520711,0.180878260672835,0.572894399315947,0.225673862686992,0.492166846591266,0.218356154903543,0.886201669645483,0.22853930014485,8.61166069985515,0.036662737249163,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,53,"231205-glu005-9-53",29.4947,1.9985,2.6743,11.671,29.504,3.276,2.296,1.026,4.026,3,1.38629436111989,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.24749718889078,-0.247497188890784,15.9795,2.25,1.27,0.181277772873076,4.72434801197093,0.603041537358113,0.476256193298794,3.24990983346644,0.233084143766687,0.254519128526504,0.534416417272339,0.318562894581348,0.499668629100084,0.400719748628093,0.886201669645483,0.22853930014485,8.61166069985515,0.0553036411788501,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,54,"231205-glu005-9-54",29.8347,1.9985,2.6743,11.671,29.504,2.865,2.701,1.054,3.977,2.923,1.36685666722742,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.22587624290392,-0.302876242903917,16.3195,1.811,1.647,0.120802801565581,4.60308974633034,0.587563471232588,0.393431390609701,2.62395930577829,0.159927021920873,0.204859618560666,0.520699729229015,0.257223707178423,0.665065472153654,0.306629487579476,0.886201669645483,0.22853930014485,8.61166069985515,0.0456858908312909,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,55,"231205-glu005-9-55",30.1747,1.9985,2.6743,11.671,29.504,2.942,2.549,1.03,4.205,3.175,1.42911435830282,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.20446576948925,-0.0294657694892475,16.6595,1.912,1.519,0.132132662370148,4.9999349793359,0.638218960370669,0.382404972845058,2.77892217480712,0.178038097780158,0.216284699441189,0.565590708279892,0.272433370081671,0.564694635205923,0.294103305901739,0.886201669645483,0.22853930014485,8.61166069985515,0.0444054853265979,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,56,"231205-glu005-9-56",30.5147,1.9985,2.6743,11.671,29.504,3.149,2.291,1.07,4.095,3.025,1.39252491087053,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.18326371976771,-0.158263719767709,16.9995,2.079,1.221,0.162590859598011,4.76371757873735,0.608066883502764,0.436423857131986,3.0310481605232,0.20750498156992,0.23517567475849,0.538869887416275,0.297171239845699,0.476419909779035,0.355469596663592,0.886201669645483,0.22853930014485,8.61166069985515,0.0506782457348008,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,57,"231205-glu005-9-57",30.8546,1.9985,2.6743,11.671,29.504,2.735,2.938,1.027,4.007,2.98,1.38128181929635,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.16227420985214,-0.182274209852141,17.3394,1.708,1.911,0.101674465142285,4.69285235855779,0.599021260442392,0.36395775308919,2.49790356730495,0.145194427872399,0.193208298454786,0.53085364115719,0.244917388181821,0.756909647157106,0.273146978013265,0.886201669645483,0.22853930014485,8.61166069985515,0.0422633642655373,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,58,"231205-glu005-9-58",31.1946,1.9985,2.6743,11.671,29.504,2.615,2.326,1.044,4.013,2.969,1.37851417380093,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.14148288064613,-0.172482880646127,17.6794,1.571,1.282,0.0840175392130897,4.67552974918056,0.596810108138746,0.336004706263571,2.30469700889278,0.122613672509235,0.177710911517839,0.528894114293858,0.225989265260204,0.509656356502474,0.241391883071481,0.886201669645483,0.22853930014485,8.61166069985515,0.0390174111561574,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,59,"231205-glu005-9-59",31.5346,1.9985,2.6743,11.671,29.504,2.473,2.473,1.007,3.978,2.971,1.37901795214911,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.12089394797448,-0.149893947974475,18.0194,1.466,1.466,0.0631235101968747,4.67867931452188,0.597212135830318,0.313336286043322,2.15735430014162,0.105393192582471,0.165833352186602,0.529250391905373,0.211556058692683,0.582412833448313,0.215640205955034,0.886201669645483,0.22853930014485,8.61166069985515,0.0363851174545918,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,60,"231205-glu005-9-60",31.8746,1.9985,2.6743,11.671,29.504,2.473,2.524,1.002,4.198,3.196,1.43413169053405,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.10050544157561,0.0954945584243916,18.3594,1.471,1.522,0.0631235101968747,5.0330054154197,0.642440251132176,0.292270696847111,2.17145097341933,0.107040722217771,0.166398950249994,0.569331623200798,0.212953136962322,0.562092123143837,0.19170936975305,0.886201669645483,0.22853930014485,8.61166069985515,0.0339389470897323,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,61,"231205-glu005-9-61",32.2146,1.9985,2.6743,11.671,29.504,2.076,2.647,1.024,3.92,2.896,1.35995038578029,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.08031541036777,-0.184315410367774,18.6994,1.052,1.623,0.00470851358111886,4.5605706142226,0.582136097396365,0.230672889203652,1.55776860448134,0.0353174248433963,0.119001832537725,0.515889981473564,0.152780167236799,0.661484359390174,0.1217333044559,0.886201669645483,0.22853930014485,8.61166069985515,0.0267861098159071,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,62,"231205-glu005-9-62",32.5546,1.9985,2.6743,11.671,29.504,2.596,2.326,1.001,3.852,2.851,1.34833285483277,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.06032192226234,-0.209321922262339,19.0394,1.595,1.325,0.0812218592743003,4.48970539404304,0.573090474335993,0.35525716277871,2.36917829691677,0.1301498358897,0.180425782222122,0.507873735214479,0.232376283042873,0.548552600875735,0.263262972413359,0.886201669645483,0.22853930014485,8.61166069985515,0.0412530376149963,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,63,"231205-glu005-9-63",32.8946,1.9985,2.6743,11.671,29.504,2.324,2.734,1.05,4.039,2.989,1.38354057292327,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.0405230639789,-0.0515230639788973,19.3794,1.274,1.684,0.04119949383479,4.7070254025937,0.600830385054466,0.27065925739385,1.89826280197297,0.0751122239398799,0.14411438655234,0.532456890409007,0.186200315856736,0.664991033846841,0.167158439189089,0.886201669645483,0.22853930014485,8.61166069985515,0.0314293917081989,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,64,"231205-glu005-9-64",33.2346,1.9985,2.6743,11.671,29.504,2.029,2.318,1.079,4.159,3.08,1.40609698841607,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.02091694086218,0.059083059137822,19.7194,0.95,1.239,-0.00220711574114948,4.85033062562349,0.619122645020996,0.195862936638032,1.41990852289715,0.0192052141494022,0.107463632044524,0.548667521732934,0.139288243805777,0.474810383056809,0.0821886581947575,0.886201669645483,0.22853930014485,8.61166069985515,0.0227439216969297,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,65,"231205-glu005-9-65",33.5746,1.9985,2.6743,11.671,29.504,2.716,2.34,0.997,3.955,2.958,1.37573884718037,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,3.00150167670074,-0.0435016767007381,20.0594,1.719,1.343,0.0988787852034961,4.65820713980334,0.594598955835099,0.369026097038822,2.57728525247747,0.154472055029197,0.194452614194249,0.526934587430526,0.252840479996628,0.535892230503756,0.278904695385623,0.886201669645483,0.22853930014485,8.61166069985515,0.0428519085807723,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,66,"231205-glu005-9-66",33.9146,1.9985,2.6743,11.671,29.504,2.331,2.584,1.006,4.091,3.085,1.40732172831197,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,2.98227541354742,0.102724586452584,20.3994,1.325,1.578,0.0422294811806598,4.85820453897677,0.620127714249926,0.272734502915571,1.99274781463788,0.0861550320826563,0.149883486798941,0.549558215761721,0.195508876377507,0.603742081996911,0.169515950303382,0.886201669645483,0.22853930014485,8.61166069985515,0.0316703725821616,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,67,"231205-glu005-9-67",34.2545,1.9985,2.6743,11.671,29.504,2.924,2.742,1.029,4.12,3.091,1.40878943894726,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,2.96324188394079,0.127758116059206,20.7393,1.895,1.713,0.129484123480769,4.86765323500071,0.621333797324642,0.389304641993407,2.85887476900483,0.187382449157596,0.214361666025656,0.550627048596266,0.280504144222235,0.654120824477804,0.301941437116541,0.886201669645483,0.22853930014485,8.61166069985515,0.0452066860924926,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,68,"231205-glu005-9-68",34.5945,1.9985,2.6743,11.671,29.504,2.138,2.413,1.02,3.994,2.974,1.37977314412963,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,2.94438806688668,0.0296119331133227,21.0793,1.118,1.393,0.0138312586445366,4.68340366253385,0.597815177367676,0.23871527644387,1.69191122718105,0.0509951625550392,0.126467726974503,0.529784808322645,0.166016687143144,0.552853126309711,0.130869581154641,0.886201669645483,0.22853930014485,8.61166069985515,0.0277200048589798,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,69,"231205-glu005-9-69",34.9345,1.9985,2.6743,11.671,29.504,3.04,2.497,1.01,4.021,3.011,1.38904058678792,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,2.92571778534361,0.0852822146563881,21.4193,2.03,1.487,0.146552485212325,4.74167062134816,0.605252689661759,0.428119150845368,3.0816382635455,0.213417631479592,0.229632813737246,0.536375944135671,0.302402828988928,0.582907751476992,0.346035321457732,0.886201669645483,0.22853930014485,8.61166069985515,0.0497138897788401,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,70,"231205-glu005-9-70",35.2745,1.9985,2.6743,11.671,29.504,2.655,2.728,1.011,3.869,2.858,1.35014891448354,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,2.90722925265568,-0.0492292526556799,21.7593,1.644,1.717,0.0899031811894882,4.50072887273764,0.574497571256496,0.36527416924806,2.5034405613964,0.145841556572656,0.185968643243366,0.509120706854781,0.245680958063325,0.709100331296742,0.274642447196593,0.886201669645483,0.22853930014485,8.61166069985515,0.0424162286438206,"231205_glu005_9"
"glu005",14.377,13.117,9,231205,71,"231205-glu005-9-71",35.6145,1.9985,2.6743,11.671,29.504,2.898,2.332,1.039,3.863,2.824,1.34129699518915,"glu005-231205-9",5.18920346480383,-0.0287716241846335,1.02647,2.88892069955945,-0.0649206995594542,22.0993,1.859,1.293,0.12565845619611,4.4471862619353,0.56766310049977,0.418017121502577,2.83964933173696,0.185135502163336,0.210289359969231,0.503063987459028,0.278694851394326,0.54042253470791,0.334559259370969,0.886201669645483,0.22853930014485,8.61166069985515,0.0485408257561295,"231205_glu005_9"
